episode,avg_tilt_error_rad,avg_tilt_error_deg,std_tilt_error_rad,max_tilt_error_rad,reward
2,0.001748110596761688,0.10015935931654044,0.0016009180132990088,0.009749196719682149,3922.6934866309166
