episode,avg_tilt_error_rad,avg_tilt_error_deg,std_tilt_error_rad,max_tilt_error_rad,max_tilt_error_deg,episode_reward
53,0.016141284126817004,0.9248274563881226,0.0374208309237587,0.36183208906352327,20.731451595741596,2559.0814754366875
54,0.015858949179912443,0.9086508555214411,0.03343103720981177,0.29373742105506107,16.829914511512204,2280.8907946050167
55,0.011038779850573556,0.6324754964119184,0.024144843072421464,0.2581076312668261,14.788477931708023,2509.2535601854324
56,0.0225419754004097,1.2915600523311999,0.05432253258101459,0.47691091990767415,27.32498291441136,2198.4384187459946
57,0.03312554226809796,1.8979537660442298,0.07599205546398055,0.30645984378495505,17.558855639116437,1854.4896722137928
58,0.02723523401812819,1.560463963289872,0.057824060266080064,0.4151831354690597,23.788241387385433,2036.4706754386425
59,0.011456767195939683,0.6564244071912745,0.034861470996949,0.3741117088622633,21.435021984234684,2858.757187753916
60,0.009498495167573904,0.5442236848273924,0.026716129151931545,0.25949107332695875,14.867743322954507,2890.242968648672
61,0.017328709437133143,0.9928619151562494,0.047751939810795854,0.40462340827110443,23.18321358613309,2532.9608200490475
62,0.019500829696910946,1.1173152386363776,0.040051246146675205,0.2636178824912134,15.104192070922206,2409.295569062233
63,0.021872591042453583,1.2532071537482399,0.0545851860950493,0.4795243699464694,27.47472257160263,2506.5147734880447
64,0.026180751505618598,1.5000465657527213,0.060283831574401696,0.4328734331470875,24.801820782666507,2375.855052381754
65,0.019908341242393237,1.1406639302953663,0.05070440917215612,0.47770214838728287,27.370316966923493,2271.607004582882
66,0.00972767668485638,0.5573548185100827,0.032044728741723635,0.270164781172307,15.479301734248638,3140.194683253765
67,0.027798337088731494,1.5927273926662984,0.06328509300275252,0.25062330706426106,14.359657742393429,2183.6474973261356
68,0.027063348711638603,1.550615660667706,0.05963301854139746,0.43572129978700463,24.964991521749862,2270.729679495096
69,0.025778246031986404,1.4769847008826824,0.060516643063560506,0.3250534156619511,18.624188833741453,2271.2564492225647
70,0.02512831327565778,1.4397462969777477,0.05574904314959092,0.506557802031941,29.023624135853698,2005.7049746215343
71,0.027967939337463298,1.6024448857145588,0.06358714794159606,0.4765140946669901,27.3022465029159,2181.1529765427113
72,0.02819979295757357,1.615729119611707,0.06329525086891297,0.34962730290190736,20.032168858821333,1993.3320271968842
73,0.024782504326669855,1.4199329036828847,0.058247180451425476,0.26201107040127863,15.01212851969835,2362.871371150017
74,0.02435086498643074,1.395201791215372,0.05487145820391293,0.2169526864904173,12.430473289925823,2412.351475864649
75,0.015093817639576304,0.8648120474878366,0.03642236074281727,0.3186381472190302,18.25662102751862,2514.6894307136536
76,0.014427857182484492,0.8266553239738725,0.03369533862189354,0.3068549012619541,17.58149076521357,2840.7111981511116
77,0.028547697590889414,1.6356625867737513,0.06684666660748909,0.26673131472269923,15.282578597586344,2193.5631204247475
78,0.026328724098023108,1.5085247707811094,0.060231479211864676,0.4410001754244513,25.267448816349987,2238.2037700116634
79,0.026390567796760286,1.5120681537082281,0.06200213457227821,0.276112915861091,15.820104747891321,2276.887835741043
80,0.010247474988182455,0.5871370674887278,0.027549409219182742,0.28852090264627994,16.531030022936747,2802.886976659298
81,0.022060167747122987,1.2639545072607687,0.04958524429402885,0.4024469546811243,23.058511981121132,2457.334296643734
82,0.028822212083234704,1.6513911086003128,0.061882690254516606,0.3989092833205491,22.85581834285587,2058.7780473530293
83,0.032277539540475284,1.8493667887358685,0.07268553442957527,0.40622199651117463,23.27480594546836,1963.2668914496899
84,0.02371562941618788,1.3588054740438702,0.04611157868274505,0.32005816207255855,18.33798188547168,2107.8625238239765
85,0.014663500860712437,0.8401567122052727,0.04259078687039209,0.3525505468276042,20.199658398251017,2428.4139249920845
86,0.020703616675591917,1.1862298561680888,0.04305513279926735,0.2940340112673353,16.84690787892041,2315.506976813078
87,0.010646062846337326,0.6099744695261611,0.0338372142658186,0.4036682666132274,23.12848800029961,2911.0847001969814
88,0.026402822267488097,1.5127702831610983,0.05379470304426745,0.38149438512638456,21.858018175680243,2152.7496771514416
89,0.01980368849505989,1.1346677695587164,0.04236581295874194,0.31772729548164674,18.204433067204388,2522.1071232557297
90,0.022397417266946495,1.2832774813894692,0.04805634917478158,0.3835756604393399,21.977266467117353,2358.4256686270237
91,0.023684322979012466,1.3570117473221273,0.04963924293004715,0.34929683960823454,20.013234706809886,2319.3708280026913
92,0.033228102244443176,1.903830019835772,0.08163729750273911,0.49199295641611873,28.18911995280746,2139.7468585669994
93,0.024566531284491086,1.4075585598774403,0.05410557781776321,0.35372653467395976,20.267037538605866,2370.1031664013863
94,0.03423301225878092,1.9614071224477558,0.07512288217457812,0.3642208965569803,20.868320183185908,1892.7735376358032
95,0.01473860475978623,0.8444598486471775,0.04224854649072358,0.47518128223495326,27.225881975677623,2547.4478535950184
96,0.0335799677940709,1.9239904307854918,0.08064912212005118,0.2829425130632942,16.21141184335192,2142.07537779212
97,0.029245442268515838,1.6756404119794617,0.06496771280360714,0.5110740881235232,29.282388267974987,2073.6007301807404
98,0.01918829393609232,1.0994082585945602,0.04430073897716438,0.3677627612811211,21.071254083485446,2643.052420645952
99,0.028782087590132052,1.649092144490429,0.06354801397445176,0.3070605898359098,17.593275852395294,1877.6361391246319
100,0.027823537267578163,1.5941712565571875,0.060558833401362755,0.4090179454945879,23.43500202195183,2241.695408165455
