episode,steps,completed,completion_steps,termination_reason,progress_percent,avg_lateral,std_lateral,max_lateral,avg_course,std_course,max_course,avg_tilt,std_tilt,max_tilt,avg_velocity,avg_action_change,reward
355,1204,0,0,tilt_error,82.83,0.391027,0.461128,4.158283,0.107527,0.107573,0.525980,0.041219,0.038461,0.359174,3.82,0.076025,14759.75
356,28,0,0,tilt_error,-15.37,4.012757,0.639383,4.258914,0.137780,0.281546,1.570000,0.151645,0.103567,0.352127,1.85,0.147588,-763.28
357,1,0,0,heading_error,12.51,0.391913,0.000000,0.391913,0.001993,0.000000,0.001993,0.002418,0.000000,0.002418,0.08,0.000000,-586.29
358,1198,0,0,tilt_error,82.87,0.386377,0.303008,3.401833,0.093017,0.107731,0.518426,0.038346,0.038406,0.350285,3.82,0.066298,12494.05
359,1209,0,0,tilt_error,82.83,0.482136,0.605903,3.468378,0.130102,0.132046,1.570000,0.046569,0.038728,0.351341,3.81,0.070743,10908.97
360,1,0,0,heading_error,11.17,4.222224,0.000000,4.222224,0.001993,0.000000,0.001993,0.001208,0.000000,0.001208,0.06,0.000000,-581.16
361,29,0,0,tilt_error,-15.68,4.099081,0.618309,4.347364,0.093556,0.064842,0.243811,0.154276,0.111293,0.373405,1.89,0.151402,-777.17
362,1203,0,0,tilt_error,82.85,0.357001,0.328248,1.981762,0.106378,0.117436,1.570000,0.040752,0.040042,0.366738,3.82,0.074143,14083.43
363,1,0,0,heading_error,8.13,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001272,0.000000,0.001272,0.06,0.000000,-581.08
364,1,0,0,heading_error,15.15,1.116990,0.000000,1.116990,0.001993,0.000000,0.001993,0.000727,0.000000,0.000727,0.06,0.000000,-592.12
365,1201,0,0,tilt_error,82.91,0.365578,0.337569,2.083037,0.100185,0.103765,0.526667,0.040672,0.039172,0.372574,3.82,0.066526,13363.20
366,1203,0,0,tilt_error,82.88,0.381714,0.482411,3.947453,0.112644,0.111869,0.556298,0.042851,0.039110,0.372695,3.82,0.065909,13623.28
367,30,0,0,tilt_error,-14.18,3.779730,0.589079,4.043809,0.144444,0.275977,1.570000,0.152478,0.102677,0.354167,1.92,0.152297,-787.23
368,1,0,0,heading_error,9.42,1.752945,0.000000,1.752945,0.001993,0.000000,0.001993,0.002418,0.000000,0.002418,0.08,0.000000,-586.07
369,1202,0,0,tilt_error,82.86,0.367675,0.405916,1.993484,0.108144,0.116434,1.570000,0.042068,0.038545,0.365584,3.82,0.073335,14326.26
370,1,0,0,heading_error,18.00,1.613398,0.000000,1.613398,0.001993,0.000000,0.001993,0.001286,0.000000,0.001286,0.06,0.000000,-581.38
371,1201,0,0,tilt_error,82.89,0.364602,0.386203,1.991317,0.103047,0.107995,0.532058,0.041718,0.038559,0.360026,3.82,0.084230,14609.95
372,1198,0,0,tilt_error,82.86,0.316265,0.315311,2.089664,0.094193,0.107131,1.570000,0.039215,0.037031,0.354881,3.83,0.088056,16972.23
373,1,0,0,heading_error,17.19,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001219,0.000000,0.001219,0.06,0.000000,-581.37
374,1,0,0,heading_error,18.01,0.411296,0.000000,0.411296,0.001993,0.000000,0.001993,0.000705,0.000000,0.000705,0.06,0.000000,-592.51
375,1198,0,0,tilt_error,82.85,0.297336,0.297444,2.106386,0.093825,0.100858,0.516331,0.038355,0.038235,0.364482,3.83,0.089386,17730.88
376,1200,0,0,tilt_error,82.88,0.297884,0.306106,2.069764,0.094220,0.099863,0.506001,0.038438,0.038154,0.353409,3.82,0.092477,17489.49
377,1198,0,0,tilt_error,82.60,0.296971,0.374154,2.364504,0.109453,0.119133,0.570987,0.039875,0.042098,0.351807,3.81,0.109971,16737.20
378,1201,0,0,tilt_error,82.52,0.344406,0.494241,2.403293,0.123040,0.122876,0.561425,0.040787,0.044327,0.361956,3.81,0.104787,15373.64
379,1201,0,0,tilt_error,82.65,0.310453,0.336551,1.990362,0.108420,0.106225,0.526340,0.042110,0.038088,0.360237,3.82,0.119129,15486.52
380,1208,0,0,tilt_error,82.76,0.357519,0.364982,2.035467,0.108954,0.109149,0.530753,0.042899,0.038309,0.369796,3.82,0.098464,14041.09
381,1205,0,0,tilt_error,82.79,0.388833,0.425406,2.061075,0.112537,0.114721,0.518212,0.042089,0.038449,0.370291,3.82,0.092461,13903.67
382,1204,0,0,tilt_error,82.71,0.403915,0.414546,2.098478,0.108831,0.113683,0.522934,0.042128,0.037372,0.355862,3.82,0.122655,12971.26
383,1204,0,0,tilt_error,82.79,0.364100,0.438416,2.122931,0.115409,0.115799,0.520867,0.042016,0.039342,0.367546,3.82,0.119384,14992.92
384,1204,0,0,tilt_error,82.77,0.307889,0.325227,2.064698,0.102953,0.110659,0.519892,0.041159,0.038548,0.353279,3.82,0.121633,16641.02
385,1205,0,0,tilt_error,82.77,0.292468,0.317357,2.027258,0.102525,0.114595,0.515284,0.040293,0.039843,0.354337,3.82,0.103970,16822.21
386,1202,0,0,tilt_error,82.79,0.300728,0.357553,2.261917,0.109618,0.126974,1.570000,0.040791,0.040419,0.363662,3.82,0.108869,16625.21
387,1,0,0,heading_error,8.33,1.331834,0.000000,1.331834,0.001993,0.000000,0.001993,0.001315,0.000000,0.001315,0.06,0.000000,-581.06
388,1203,0,0,tilt_error,82.71,0.320605,0.365033,2.031036,0.107340,0.112639,0.534125,0.041552,0.040289,0.354234,3.81,0.125295,15300.78
389,1205,0,0,tilt_error,82.65,0.326233,0.414999,2.038099,0.112660,0.117820,0.527360,0.042679,0.041994,0.365004,3.81,0.119158,15748.99
390,1205,0,0,tilt_error,82.60,0.286604,0.388718,3.946062,0.108854,0.114841,0.517818,0.041903,0.041938,0.358715,3.81,0.100543,16937.47
391,28,0,0,tilt_error,-14.56,3.872064,0.288311,4.044193,0.080793,0.060373,0.244411,0.152493,0.106817,0.362373,1.85,0.143515,-763.24
392,1246,0,0,heading_error,82.74,0.385913,0.555672,2.810797,0.135938,0.153247,1.570000,0.045236,0.041637,0.193760,3.80,0.113981,14574.68
393,1,0,0,heading_error,13.25,0.187257,0.000000,0.187257,0.001993,0.000000,0.001993,0.000955,0.000000,0.000955,0.06,0.000000,-582.23
394,1248,0,0,tilt_error,82.81,0.256108,0.319277,2.035504,0.112155,0.118396,0.529512,0.042813,0.044330,0.356345,3.81,0.115811,18248.48
395,1259,0,0,tilt_error,82.64,0.356239,0.495899,2.806929,0.120378,0.141250,0.842438,0.044888,0.045306,0.368251,3.81,0.124910,15651.38
396,1253,0,0,tilt_error,82.75,0.368156,0.516027,2.620107,0.124688,0.127765,1.570000,0.044868,0.042772,0.366073,3.81,0.115694,15292.01
397,1,0,0,heading_error,10.87,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.002418,0.000000,0.002418,0.08,0.000000,-582.71
398,28,0,0,tilt_error,-16.88,4.367492,0.664942,4.613121,0.084864,0.058162,0.209931,0.151628,0.108245,0.365036,1.85,0.148344,-764.67
399,1209,0,0,tilt_error,82.69,0.291692,0.337873,2.093955,0.101688,0.111003,0.521598,0.040993,0.042221,0.359007,3.81,0.128671,17393.99
400,1202,0,0,tilt_error,82.82,0.269314,0.333137,4.181318,0.098260,0.105311,0.494646,0.038587,0.040649,0.358082,3.82,0.112189,17625.10
401,28,0,0,tilt_error,-15.48,4.027344,0.683652,4.281281,0.081115,0.059324,0.237254,0.151854,0.104594,0.355258,1.85,0.178893,-763.42
402,1210,0,0,tilt_error,82.83,0.271403,0.314405,3.558435,0.100334,0.105816,0.518490,0.039914,0.042071,0.366198,3.81,0.137116,17568.99
403,30,0,0,tilt_error,-12.62,3.389193,0.586240,3.649507,0.091001,0.080172,0.329018,0.151641,0.103521,0.352601,1.92,0.143685,-785.41
404,1206,0,0,tilt_error,82.91,0.277520,0.334327,2.346664,0.102955,0.108107,1.570000,0.039827,0.040855,0.369753,3.82,0.112535,17266.80
405,1,0,0,heading_error,14.57,0.417322,0.000000,0.417322,0.001993,0.000000,0.001993,0.001220,0.000000,0.001220,0.06,0.000000,-581.51
406,1207,0,0,tilt_error,82.88,0.270258,0.308625,2.083758,0.103664,0.106384,0.524532,0.040731,0.040340,0.350966,3.81,0.110737,17482.29
407,1208,0,0,tilt_error,82.84,0.265054,0.317192,2.097442,0.104208,0.110498,1.570000,0.040113,0.040686,0.364869,3.81,0.121195,17335.93
408,1,0,0,heading_error,17.09,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001211,0.000000,0.001211,0.06,0.000000,-581.67
409,1,0,0,heading_error,10.75,0.333617,0.000000,0.333617,0.001993,0.000000,0.001993,0.000703,0.000000,0.000703,0.06,0.000000,-592.16
410,1206,0,0,tilt_error,82.86,0.255665,0.296271,2.089810,0.104920,0.115255,1.570000,0.040340,0.040582,0.371308,3.82,0.131710,18144.70
411,1,0,0,heading_error,18.00,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001222,0.000000,0.001222,0.06,0.000000,-581.66
412,1,0,0,heading_error,14.13,4.023651,0.000000,4.023651,0.001993,0.000000,0.001993,0.000706,0.000000,0.000706,0.06,0.000000,-592.32
413,34,0,0,tilt_error,-13.80,3.876692,0.320656,4.137825,0.122099,0.116340,0.458914,0.154449,0.103841,0.367646,2.07,0.165447,-830.47
414,1204,0,0,tilt_error,82.75,0.358328,0.551825,3.002156,0.118435,0.124830,0.531320,0.041942,0.039830,0.358590,3.81,0.116343,16175.92
415,1202,0,0,tilt_error,82.73,0.319290,0.447326,3.533955,0.114299,0.114490,0.517767,0.041899,0.039531,0.365995,3.81,0.108129,16369.93
416,47,0,0,heading_error,-6.80,2.902291,0.800556,3.617431,0.296815,0.318708,1.015550,0.123774,0.053816,0.177644,2.46,0.137872,-928.66
417,1198,0,0,tilt_error,82.68,0.286902,0.364657,2.132220,0.107329,0.112888,0.527645,0.041400,0.039673,0.372388,3.82,0.114023,16711.44
418,1200,0,0,tilt_error,82.68,0.320219,0.443838,2.913145,0.116797,0.118021,0.529892,0.041749,0.040129,0.368572,3.81,0.091915,16085.34
419,1204,0,0,tilt_error,82.73,0.361832,0.551795,2.964098,0.127823,0.125345,0.523623,0.043495,0.040904,0.364651,3.81,0.095298,15461.89
420,1200,0,0,tilt_error,82.75,0.260611,0.331800,2.143243,0.107116,0.124626,1.570000,0.039322,0.042003,0.359111,3.81,0.091697,18485.04
421,1,0,0,heading_error,12.37,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.001273,0.000000,0.001273,0.06,0.000000,-581.20
422,28,0,0,tilt_error,-16.94,4.367595,0.702461,4.619033,0.144344,0.280256,1.570000,0.150910,0.110334,0.368016,1.86,0.176320,-765.07
423,1,0,0,heading_error,10.39,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.002405,0.000000,0.002405,0.08,0.000000,-592.12
424,1,0,0,heading_error,9.41,1.333034,0.000000,1.333034,0.001993,0.000000,0.001993,0.000464,0.000000,0.000464,0.06,0.000000,-592.50
425,1201,0,0,tilt_error,82.66,0.321777,0.403117,2.120738,0.116851,0.119352,0.547120,0.042016,0.042540,0.363717,3.81,0.118743,15479.01
426,1204,0,0,tilt_error,82.52,0.355386,0.479021,2.105354,0.123473,0.127703,0.577665,0.043302,0.043928,0.372311,3.80,0.113410,15187.63
427,1200,0,0,tilt_error,82.67,0.331060,0.445707,2.112949,0.123740,0.121256,0.558471,0.040950,0.044234,0.373138,3.81,0.092148,15588.35
428,1197,0,0,tilt_error,82.59,0.294261,0.372382,2.089432,0.114787,0.113682,0.550992,0.039935,0.042870,0.350363,3.81,0.112005,16205.48
429,1197,0,0,tilt_error,82.69,0.272070,0.343795,2.095426,0.110909,0.117338,0.526881,0.038785,0.044551,0.368557,3.81,0.094701,17489.84
430,1200,0,0,tilt_error,82.64,0.331039,0.425348,4.496497,0.117307,0.120121,0.561431,0.042228,0.042511,0.357285,3.81,0.103166,15123.43
431,28,0,0,tilt_error,-16.74,4.340955,0.700566,4.597927,0.137557,0.281427,1.570000,0.155024,0.107690,0.366888,1.85,0.110349,-763.41
432,1,0,0,heading_error,8.34,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.002402,0.000000,0.002402,0.08,0.000000,-585.97
433,1,0,0,heading_error,9.96,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.000459,0.000000,0.000459,0.06,0.000000,-592.46
434,28,0,0,tilt_error,-16.91,4.339266,0.825198,4.616348,0.087492,0.059650,0.210643,0.151056,0.109472,0.365686,1.85,0.119695,-764.78
435,1198,0,0,tilt_error,82.71,0.271143,0.349929,2.063284,0.107271,0.120361,0.531637,0.038938,0.043449,0.349657,3.81,0.094952,18002.39
436,1201,0,0,tilt_error,82.72,0.318364,0.417125,2.371055,0.116581,0.118169,0.524237,0.042594,0.041717,0.361227,3.81,0.097306,15542.31
437,1199,0,0,tilt_error,82.75,0.337009,0.481832,3.817400,0.116785,0.110611,0.524663,0.041699,0.037047,0.350088,3.82,0.102991,16596.96
438,28,0,0,tilt_error,-14.05,3.687359,0.576452,3.914762,0.133295,0.281770,1.570000,0.150230,0.105734,0.357276,1.87,0.098792,-763.14
439,1,0,0,heading_error,9.36,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.002395,0.000000,0.002395,0.08,0.000000,-586.04
440,28,0,0,tilt_error,-16.89,4.448259,0.270676,4.613547,0.084982,0.058286,0.209737,0.151650,0.108182,0.363778,1.85,0.111938,-764.70
441,1205,0,0,tilt_error,82.76,0.378308,0.606072,3.320828,0.126843,0.124360,0.563810,0.044103,0.038009,0.357705,3.81,0.115049,15676.64
442,1203,0,0,tilt_error,82.74,0.326945,0.419446,2.160082,0.115056,0.112220,1.570000,0.043382,0.037515,0.367910,3.82,0.128026,16495.15
443,1,0,0,heading_error,18.00,2.011410,0.000000,2.011410,0.001993,0.000000,0.001993,0.001226,0.000000,0.001226,0.06,0.000000,-581.52
444,1200,0,0,tilt_error,82.74,0.332439,0.441158,2.197925,0.109997,0.097760,0.507806,0.040512,0.036871,0.358546,3.82,0.093109,16542.99
445,1201,0,0,tilt_error,82.74,0.318177,0.394382,2.105206,0.114212,0.102688,0.525953,0.043181,0.036510,0.352792,3.82,0.115054,16552.62
446,1197,0,0,tilt_error,82.75,0.255398,0.347441,4.342542,0.097124,0.093212,0.487215,0.038126,0.038101,0.363417,3.83,0.123763,19161.27
447,28,0,0,tilt_error,-16.14,4.269094,0.290485,4.439047,0.079809,0.058188,0.236398,0.151639,0.105358,0.358318,1.86,0.144780,-763.37
448,1204,0,0,tilt_error,82.76,0.382559,0.590084,3.027110,0.121079,0.121056,1.570000,0.042498,0.037333,0.369949,3.82,0.087883,15823.61
449,1,0,0,heading_error,9.33,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001226,0.000000,0.001226,0.06,0.000000,-581.22
450,1,0,0,heading_error,13.28,3.674683,0.000000,3.674683,0.001993,0.000000,0.001993,0.000708,0.000000,0.000708,0.06,0.000000,-592.32
451,1205,0,0,tilt_error,82.73,0.412313,0.698669,3.734316,0.124992,0.127260,0.630784,0.043386,0.037348,0.358380,3.82,0.114818,15916.09
452,1200,0,0,tilt_error,82.74,0.298341,0.379895,2.228138,0.110509,0.101605,0.549717,0.042400,0.036472,0.357534,3.82,0.112082,17052.78
453,1201,0,0,tilt_error,82.75,0.283855,0.326079,2.111034,0.104911,0.097497,0.533304,0.040164,0.038205,0.368766,3.82,0.119886,17726.28
454,1200,0,0,tilt_error,82.76,0.325960,0.395398,2.105914,0.109529,0.100650,0.527135,0.040617,0.037903,0.370319,3.82,0.095762,16219.48
455,1197,0,0,tilt_error,82.75,0.273894,0.319403,2.081087,0.100823,0.103023,0.522711,0.039063,0.038270,0.353030,3.82,0.125200,18392.79
456,1199,0,0,tilt_error,82.70,0.344288,0.440529,2.122475,0.113535,0.104919,0.528506,0.041478,0.037352,0.371583,3.82,0.084655,15861.69
457,1196,0,0,tilt_error,82.70,0.285338,0.336733,2.135779,0.099843,0.117969,1.570000,0.039008,0.038591,0.361976,3.82,0.119757,18679.81
458,1,0,0,heading_error,17.68,0.077512,0.000000,0.077512,0.001993,0.000000,0.001993,0.001200,0.000000,0.001200,0.06,0.000000,-581.31
459,1199,0,0,tilt_error,82.69,0.280310,0.347640,3.109131,0.099622,0.109500,0.519681,0.039281,0.038012,0.349771,3.82,0.115469,18773.56
460,1203,0,0,tilt_error,82.61,0.409468,0.639566,3.109574,0.121353,0.117391,0.520667,0.043367,0.036233,0.352909,3.82,0.079789,15866.93
461,1199,0,0,tilt_error,82.62,0.344174,0.462765,2.155391,0.109545,0.106517,0.520079,0.041005,0.036711,0.357528,3.82,0.088275,16420.53
462,1199,0,0,tilt_error,82.59,0.310145,0.374089,2.132207,0.104900,0.103168,0.520645,0.040435,0.037804,0.371838,3.82,0.099809,17085.06
463,1198,0,0,tilt_error,82.61,0.303402,0.332505,3.962627,0.100143,0.100467,0.515932,0.039409,0.037232,0.362757,3.83,0.112029,17544.77
464,31,0,0,tilt_error,-14.12,3.839730,0.313766,4.051184,0.093567,0.088896,0.363395,0.153168,0.105938,0.366828,1.96,0.096891,-796.26
465,1201,0,0,tilt_error,82.83,0.380677,0.514243,2.615559,0.113926,0.120048,1.570000,0.041793,0.036107,0.352169,3.82,0.089823,15769.74
466,1,0,0,heading_error,8.35,2.769389,0.000000,2.769389,0.001993,0.000000,0.001993,0.001168,0.000000,0.001168,0.06,0.000000,-581.08
467,1202,0,0,tilt_error,82.60,0.390606,0.560033,2.834559,0.117418,0.109829,0.496937,0.042197,0.036052,0.357193,3.82,0.083115,15367.43
468,1201,0,0,tilt_error,82.68,0.358439,0.452015,2.182290,0.117988,0.103134,0.511937,0.044377,0.036211,0.372619,3.82,0.097809,15280.14
469,1197,0,0,tilt_error,82.61,0.266187,0.326907,2.212573,0.097094,0.096228,0.501901,0.038418,0.037154,0.360764,3.83,0.078049,18820.58
470,1200,0,0,tilt_error,82.72,0.334439,0.406416,3.558471,0.107402,0.107398,0.513368,0.040897,0.036832,0.361918,3.82,0.077566,16038.83
471,1203,0,0,tilt_error,82.70,0.401650,0.660821,3.623940,0.118929,0.122336,0.545851,0.042169,0.036455,0.357501,3.82,0.077828,16015.81
472,1200,0,0,tilt_error,82.74,0.326655,0.388691,4.496497,0.115557,0.103272,0.574396,0.044916,0.034012,0.353213,3.82,0.079617,15778.78
473,28,0,0,tilt_error,-16.73,4.340901,0.700571,4.597869,0.137055,0.281444,1.570000,0.154655,0.107253,0.365000,1.86,0.034199,-763.40
474,1,0,0,heading_error,8.08,1.674210,0.000000,1.674210,0.001993,0.000000,0.001993,0.002378,0.000000,0.002378,0.08,0.000000,-585.98
475,1197,0,0,tilt_error,82.69,0.330222,0.415696,2.124323,0.107349,0.102678,0.549802,0.041338,0.035509,0.362506,3.83,0.073476,16423.06
476,1200,0,0,tilt_error,82.68,0.344621,0.416603,2.213442,0.122126,0.113309,1.570000,0.045723,0.033831,0.355065,3.82,0.083744,15946.43
477,1,0,0,heading_error,17.39,1.439694,0.000000,1.439694,0.001993,0.000000,0.001993,0.001202,0.000000,0.001202,0.06,0.000000,-581.34
478,1199,0,0,tilt_error,82.67,0.328162,0.395577,2.194492,0.106696,0.101028,0.513404,0.041255,0.035500,0.363107,3.83,0.072476,16481.92
479,1198,0,0,tilt_error,82.69,0.292714,0.336080,2.284423,0.103785,0.096161,0.495424,0.040015,0.036580,0.363138,3.83,0.077059,17625.37
480,1198,0,0,tilt_error,82.70,0.279820,0.333684,2.178755,0.106595,0.103925,0.562930,0.041876,0.035082,0.351499,3.82,0.082713,18447.88
481,1199,0,0,tilt_error,82.71,0.340519,0.424464,2.261306,0.109095,0.105648,0.504813,0.041135,0.036496,0.359209,3.82,0.071091,16456.64
482,1199,0,0,tilt_error,82.68,0.294633,0.353649,3.520897,0.107721,0.100909,0.515929,0.043043,0.035025,0.360527,3.82,0.074402,17896.73
483,1204,0,0,tilt_error,82.67,0.397801,0.648063,3.594132,0.127807,0.129457,0.550705,0.044145,0.036359,0.353649,3.82,0.071141,16478.08
484,1199,0,0,tilt_error,82.68,0.298249,0.363367,2.895060,0.112232,0.111029,0.504576,0.041718,0.037171,0.356500,3.82,0.077470,17523.74
485,1206,0,0,tilt_error,82.93,0.413082,0.545640,2.948224,0.125944,0.120451,0.522877,0.042641,0.035767,0.351346,3.82,0.080387,13759.82
486,1207,0,0,tilt_error,82.97,0.404711,0.470984,2.582766,0.119919,0.110916,0.537287,0.042078,0.036764,0.362981,3.82,0.065955,13328.17
487,1203,0,0,tilt_error,82.91,0.331573,0.289038,2.095938,0.103475,0.101720,0.525167,0.040159,0.036818,0.367553,3.83,0.070679,14931.26
488,1202,0,0,tilt_error,82.82,0.318104,0.304677,2.127951,0.107199,0.104700,0.510968,0.040880,0.037197,0.370026,3.82,0.076849,15815.49
489,1203,0,0,tilt_error,82.88,0.334604,0.311484,2.275234,0.104208,0.101830,0.524024,0.041466,0.035949,0.363337,3.82,0.075308,15345.23
490,1206,0,0,tilt_error,82.90,0.401582,0.448150,2.308231,0.117525,0.109416,0.528493,0.041769,0.036342,0.357782,3.82,0.079826,13342.79
491,1204,0,0,tilt_error,82.88,0.389696,0.375052,2.153714,0.109560,0.102270,0.527022,0.040442,0.035172,0.350266,3.83,0.065368,13073.58
492,1202,0,0,tilt_error,82.90,0.352691,0.304250,2.130407,0.103225,0.098678,0.525426,0.039789,0.035858,0.366757,3.83,0.066220,13890.26
493,1202,0,0,tilt_error,82.89,0.287638,0.308091,2.124602,0.097109,0.108693,1.570000,0.037877,0.037620,0.359243,3.83,0.068981,16598.98
494,1,0,0,heading_error,18.00,1.375486,0.000000,1.375486,0.001993,0.000000,0.001993,0.001711,0.000000,0.001711,0.06,0.000000,-581.51
495,1204,0,0,tilt_error,82.86,0.362767,0.327450,2.121619,0.107267,0.100873,0.522244,0.041995,0.035432,0.353072,3.82,0.074623,14368.08
496,1200,0,0,tilt_error,82.74,0.338001,0.298006,2.132649,0.101091,0.097676,0.522802,0.040267,0.035214,0.353890,3.83,0.072694,15392.59
497,1203,0,0,tilt_error,82.87,0.329675,0.288861,2.532225,0.097893,0.098314,0.523570,0.040765,0.036648,0.364793,3.83,0.064091,15933.54
498,1204,0,0,tilt_error,82.88,0.419935,0.474723,2.818610,0.112116,0.106652,0.520027,0.042025,0.035870,0.365662,3.83,0.061350,13386.91
499,1211,0,0,tilt_error,82.87,0.408359,0.518004,2.864265,0.111528,0.117020,1.570000,0.041736,0.038349,0.366702,3.82,0.081093,14112.86
500,1,0,0,heading_error,11.27,0.514467,0.000000,0.514467,0.001993,0.000000,0.001993,0.001727,0.000000,0.001727,0.06,0.000000,-581.46
501,1205,0,0,tilt_error,82.87,0.306542,0.314658,2.681854,0.099478,0.106648,0.521763,0.041227,0.038740,0.363219,3.82,0.078831,16261.35
502,1211,0,0,tilt_error,82.86,0.387015,0.509188,2.729636,0.114276,0.122965,1.570000,0.042932,0.039224,0.364869,3.82,0.086517,14621.18
503,1,0,0,heading_error,14.99,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.001716,0.000000,0.001716,0.06,0.000000,-581.56
504,28,0,0,tilt_error,-16.95,4.417497,0.460452,4.620605,0.088627,0.059584,0.199835,0.150180,0.110078,0.366443,1.86,0.116738,-765.19
505,1210,0,0,tilt_error,82.81,0.350244,0.443976,2.641163,0.110934,0.112784,0.511962,0.042971,0.040027,0.359971,3.81,0.084029,15314.80
506,1208,0,0,tilt_error,82.82,0.374020,0.501780,2.686358,0.111222,0.117055,0.520765,0.042468,0.040143,0.371973,3.82,0.086005,15074.92
507,1210,0,0,tilt_error,82.89,0.309227,0.350322,2.155854,0.100122,0.109008,0.532628,0.041261,0.040614,0.357040,3.82,0.075883,16464.75
508,1207,0,0,tilt_error,82.85,0.282018,0.305791,2.151412,0.098653,0.112977,1.570000,0.041591,0.039061,0.356918,3.82,0.078177,17395.05
509,1,0,0,heading_error,8.24,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001678,0.000000,0.001678,0.06,0.000000,-581.32
510,1,0,0,heading_error,12.03,1.100927,0.000000,1.100927,0.001993,0.000000,0.001993,0.000853,0.000000,0.000853,0.06,0.000000,-592.32
511,1207,0,0,tilt_error,82.85,0.291245,0.340101,2.104912,0.100253,0.109869,0.519644,0.041411,0.040096,0.356514,3.81,0.078950,17117.43
512,1210,0,0,tilt_error,82.90,0.317664,0.393062,2.114213,0.110058,0.107160,0.516405,0.044089,0.039912,0.362576,3.81,0.079098,16068.18
513,1204,0,0,tilt_error,82.92,0.277319,0.331199,2.158222,0.097914,0.109880,0.521844,0.040364,0.041117,0.369553,3.82,0.071060,17923.06
514,1204,0,0,tilt_error,82.92,0.276071,0.322784,2.099689,0.101184,0.116358,1.570000,0.041132,0.041177,0.371369,3.81,0.081943,17944.68
515,1,0,0,heading_error,9.55,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001676,0.000000,0.001676,0.06,0.000000,-581.25
516,1,0,0,heading_error,18.01,1.199864,0.000000,1.199864,0.001993,0.000000,0.001993,0.000847,0.000000,0.000847,0.06,0.000000,-592.03
517,1204,0,0,tilt_error,82.93,0.299904,0.356590,2.162692,0.107841,0.106560,0.511651,0.043267,0.040129,0.361017,3.81,0.079687,16258.68
518,1202,0,0,tilt_error,82.92,0.261264,0.306081,2.153020,0.095133,0.107460,0.518399,0.040238,0.040724,0.363954,3.82,0.071678,18554.00
519,1200,0,0,tilt_error,82.95,0.251072,0.327962,2.220387,0.104090,0.119518,1.570000,0.040861,0.040063,0.357070,3.81,0.078411,17576.40
520,1,0,0,heading_error,9.25,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001720,0.000000,0.001720,0.06,0.000000,-581.10
521,1,0,0,heading_error,18.01,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.000848,0.000000,0.000848,0.06,0.000000,-592.01
522,1,0,0,heading_error,10.22,3.084112,0.000000,3.084112,0.001993,0.000000,0.001993,0.000005,0.000000,0.000005,0.06,0.000000,-592.08
523,1203,0,0,tilt_error,82.94,0.372870,0.585059,3.162479,0.120485,0.124331,0.518430,0.043181,0.039088,0.355117,3.81,0.083002,15499.43
524,1198,0,0,tilt_error,82.93,0.286706,0.324764,4.496497,0.098189,0.107771,0.518625,0.040245,0.039716,0.370099,3.82,0.099354,17469.23
525,28,0,0,tilt_error,-16.73,4.324073,0.786337,4.597872,0.081059,0.058252,0.230156,0.154667,0.107263,0.365047,1.86,0.089550,-763.40
526,1201,0,0,tilt_error,82.84,0.252884,0.312623,2.087601,0.103383,0.112477,1.570000,0.041685,0.039501,0.370218,3.82,0.077637,18542.72
527,1,0,0,heading_error,8.72,0.456014,0.000000,0.456014,0.001993,0.000000,0.001993,0.001689,0.000000,0.001689,0.06,0.000000,-581.20
528,1200,0,0,tilt_error,82.73,0.255235,0.317715,2.043333,0.104236,0.107136,0.517852,0.041817,0.038094,0.349512,3.82,0.085282,18854.38
529,1196,0,0,tilt_error,82.64,0.275869,0.340537,2.059199,0.105315,0.116478,1.570000,0.040736,0.038299,0.358430,3.82,0.085657,17789.10
530,1,0,0,heading_error,13.95,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001686,0.000000,0.001686,0.06,0.000000,-581.18
531,1,0,0,heading_error,16.75,0.566924,0.000000,0.566924,0.001993,0.000000,0.001993,0.000843,0.000000,0.000843,0.06,0.000000,-592.39
532,1198,0,0,tilt_error,82.56,0.281799,0.352907,2.051053,0.111809,0.108026,0.537478,0.044088,0.037456,0.357598,3.82,0.092623,17527.77
533,1197,0,0,tilt_error,82.58,0.299815,0.359959,2.057442,0.104044,0.117916,0.521585,0.040873,0.040242,0.363483,3.82,0.092358,17527.24
