episode,steps,completed,completion_steps,termination_reason,progress_percent,avg_lateral,std_lateral,max_lateral,avg_course,std_course,max_course,avg_tilt,std_tilt,max_tilt,avg_velocity,avg_action_change,reward
175,62,0,0,tilt_error,-0.52,1.447418,0.632897,1.931538,0.182183,0.241724,0.820253,0.120455,0.101376,0.358524,2.87,0.043832,-1187.95
176,670,0,0,tilt_error,40.45,0.311831,0.404905,2.260513,0.126180,0.142465,0.493592,0.037746,0.056847,0.373795,3.78,0.055895,8433.27
177,732,0,0,tilt_error,51.14,0.344676,0.396801,4.381722,0.137636,0.128888,0.556563,0.040315,0.048952,0.350370,3.79,0.063533,8137.39
178,43,0,0,tilt_error,-14.61,4.190779,0.473760,4.466046,0.099318,0.107579,0.427200,0.126206,0.109720,0.365958,2.52,0.058940,-924.31
179,54,0,0,tilt_error,-1.97,1.535384,0.643011,4.496497,0.150499,0.184049,0.655996,0.124872,0.105365,0.367240,2.74,0.082625,-1136.41
180,43,0,0,tilt_error,-15.06,4.333967,0.351316,4.577803,0.096217,0.103259,0.412089,0.124308,0.107623,0.357568,2.53,0.063266,-926.48
181,46,0,0,tilt_error,-8.83,2.831655,0.441298,3.112850,0.133879,0.241883,1.570000,0.119663,0.105849,0.353732,2.62,0.060647,-955.42
182,1,0,0,heading_error,16.12,1.046759,0.000000,1.046759,0.001993,0.000000,0.001993,0.002180,0.000000,0.002180,0.07,0.000000,-586.22
183,234,0,0,tilt_error,4.18,0.442588,0.331619,1.073262,0.169567,0.112398,0.394236,0.075399,0.064598,0.366510,3.56,0.072426,874.18
184,724,0,0,tilt_error,49.17,0.308948,0.385617,2.206664,0.134009,0.140659,0.917954,0.040615,0.052470,0.366922,3.78,0.060870,9594.25
185,101,0,0,tilt_error,4.79,1.038178,0.398877,1.413325,0.242705,0.226281,0.597761,0.102989,0.087491,0.357820,3.24,0.089813,-1573.55
186,238,0,0,tilt_error,4.35,0.690007,0.552004,3.076218,0.246254,0.202448,0.818250,0.084513,0.064714,0.350616,3.56,0.079472,-606.46
187,44,0,0,tilt_error,-9.24,2.885339,0.445624,3.172787,0.141563,0.246381,1.570000,0.124604,0.107972,0.354512,2.53,0.088722,-934.46
188,1,0,0,heading_error,11.20,4.496497,0.000000,4.496497,0.001993,0.000000,0.001993,0.002170,0.000000,0.002170,0.07,0.000000,-586.36
189,42,0,0,tilt_error,-14.92,4.238704,0.692237,4.560808,0.093192,0.115336,0.434576,0.130356,0.111688,0.372275,2.49,0.077135,-913.72
190,707,0,0,tilt_error,47.26,0.309107,0.461060,2.198518,0.109768,0.138271,0.584482,0.031495,0.050065,0.351624,3.79,0.059768,10385.54
191,163,0,0,tilt_error,7.21,0.894188,0.601181,2.393133,0.242518,0.170484,0.578218,0.095183,0.068932,0.352972,3.46,0.092060,-1069.26
192,48,0,0,tilt_error,-5.64,2.202303,0.408630,2.999206,0.126213,0.144316,0.537046,0.127973,0.108019,0.368474,2.63,0.089524,-977.28
193,42,0,0,tilt_error,-9.28,2.846874,0.356676,3.102504,0.101908,0.107099,0.423310,0.127618,0.110492,0.360934,2.46,0.090889,-915.76
194,235,0,0,tilt_error,5.69,0.689554,0.514256,2.066588,0.226898,0.181362,0.743462,0.083399,0.065473,0.363597,3.56,0.088576,-567.24
195,48,0,0,tilt_error,-4.31,1.842951,0.405896,2.159400,0.128802,0.146738,0.544245,0.127961,0.106899,0.364401,2.62,0.100036,-922.59
196,96,0,0,tilt_error,4.22,0.991612,0.456782,3.676291,0.239195,0.219577,0.610947,0.106834,0.087794,0.357979,3.21,0.107870,-1408.89
197,35,0,0,tilt_error,-12.56,3.479917,0.513247,3.724824,0.125986,0.264677,1.570000,0.137134,0.110688,0.363202,2.19,0.109192,-840.57
198,1,0,0,heading_error,14.63,1.466118,0.000000,1.466118,0.001993,0.000000,0.001993,0.002171,0.000000,0.002171,0.07,0.000000,-586.89
199,93,0,0,tilt_error,4.90,1.137420,0.424990,1.512677,0.271930,0.261773,0.700965,0.109872,0.089919,0.368800,3.19,0.100907,-1634.31
200,352,0,0,tilt_error,11.12,0.637172,0.754864,3.022502,0.211979,0.181105,0.828940,0.074622,0.058618,0.355308,3.64,0.080812,1027.94
201,165,0,0,tilt_error,6.68,0.709671,0.586795,2.379643,0.194904,0.132083,0.448946,0.088449,0.068819,0.350449,3.45,0.084827,-274.71
202,36,0,0,tilt_error,-7.48,2.243528,0.384582,2.478225,0.099370,0.093059,0.381819,0.140329,0.113805,0.375427,2.21,0.098540,-856.93
203,699,0,0,tilt_error,45.86,0.294608,0.477741,3.070450,0.104653,0.133018,0.578549,0.033774,0.048954,0.367428,3.79,0.070463,10356.78
204,30,0,0,tilt_error,-10.79,2.914662,0.559713,3.145875,0.077077,0.068338,0.284466,0.144802,0.105243,0.354065,1.97,0.078349,-783.98
205,708,0,0,tilt_error,47.05,0.266598,0.457673,2.527494,0.095057,0.124754,0.587428,0.033540,0.051902,0.368245,3.79,0.062476,10937.63
206,33,0,0,tilt_error,-8.17,2.379652,0.349566,2.579537,0.126661,0.268595,1.570000,0.140221,0.105417,0.353516,2.11,0.073169,-817.56
207,1,0,0,heading_error,18.02,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.002298,0.000000,0.002298,0.08,0.000000,-587.18
208,1,0,0,heading_error,18.00,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.000453,0.000000,0.000453,0.06,0.000000,-592.56
209,1,0,0,heading_error,12.81,0.411085,0.000000,0.411085,0.001993,0.000000,0.001993,0.000441,0.000000,0.000441,0.06,0.000000,-592.24
210,704,0,0,tilt_error,46.68,0.301567,0.466950,2.246099,0.108010,0.130415,0.615485,0.034641,0.049139,0.360312,3.79,0.056236,10118.99
211,37,0,0,tilt_error,-6.25,2.039864,0.358225,2.286175,0.144313,0.268282,1.570000,0.143449,0.106756,0.366467,2.24,0.061166,-859.06
212,1,0,0,heading_error,18.02,2.983049,0.000000,2.983049,0.001993,0.000000,0.001993,0.002385,0.000000,0.002385,0.08,0.000000,-587.21
213,31,0,0,tilt_error,-10.39,2.865700,0.418867,3.079001,0.134955,0.270720,1.570000,0.147114,0.109212,0.365545,2.01,0.078970,-797.65
214,1,0,0,heading_error,15.50,1.256439,0.000000,1.256439,0.001993,0.000000,0.001993,0.002376,0.000000,0.002376,0.08,0.000000,-592.03
215,120,0,0,tilt_error,1.84,0.705030,0.386613,1.289692,0.231540,0.176947,0.495213,0.101371,0.076143,0.354365,3.33,0.096936,-711.38
216,269,0,0,tilt_error,3.02,0.400705,0.247001,1.553542,0.183858,0.128790,0.524709,0.075353,0.059960,0.352163,3.60,0.088722,1662.55
217,308,0,0,tilt_error,6.22,0.490517,0.444947,1.814305,0.176745,0.117366,0.443319,0.072708,0.057187,0.361999,3.62,0.080002,1398.81
218,163,0,0,tilt_error,7.26,0.848306,0.591418,1.819623,0.223537,0.171106,0.540372,0.092368,0.069508,0.355097,3.46,0.089520,-878.98
219,127,0,0,tilt_error,1.65,0.596849,0.411078,1.297437,0.218372,0.152527,0.488934,0.101247,0.078481,0.374602,3.32,0.088542,-235.79
220,199,0,0,tilt_error,2.91,0.513368,0.387346,2.830411,0.211013,0.134108,0.420546,0.088760,0.065914,0.363527,3.49,0.091719,320.43
221,31,0,0,tilt_error,-10.02,2.748997,0.391625,2.950679,0.142299,0.268156,1.570000,0.143938,0.111586,0.367014,2.00,0.096631,-800.29
222,1,0,0,heading_error,12.36,3.017747,0.000000,3.017747,0.001993,0.000000,0.001993,0.002429,0.000000,0.002429,0.08,0.000000,-592.01
223,31,0,0,tilt_error,-10.51,2.898475,0.425192,3.114870,0.135787,0.270680,1.570000,0.149699,0.111269,0.374684,2.00,0.081864,-797.55
224,1,0,0,heading_error,8.65,0.548470,0.000000,0.548470,0.001993,0.000000,0.001993,0.002410,0.000000,0.002410,0.08,0.000000,-592.01
225,703,0,0,tilt_error,46.14,0.326956,0.446370,2.365376,0.129865,0.122123,0.603183,0.042875,0.046185,0.354543,3.78,0.064141,9192.49
226,43,0,0,tilt_error,-4.80,1.995516,0.509541,2.409660,0.184312,0.221888,0.749920,0.150701,0.099576,0.360228,2.34,0.085963,-859.14
227,711,0,0,tilt_error,46.51,0.393313,0.461536,1.973786,0.154915,0.121304,0.603239,0.051414,0.047268,0.361705,3.76,0.074148,6918.61
228,702,0,0,tilt_error,46.19,0.315292,0.465878,2.292476,0.114262,0.131614,0.591835,0.037430,0.047544,0.353379,3.79,0.056836,9479.32
229,704,0,0,tilt_error,46.47,0.323641,0.450635,2.230856,0.105605,0.122863,0.568515,0.036567,0.049307,0.364494,3.79,0.065596,9590.68
230,704,0,0,tilt_error,46.51,0.304916,0.441901,2.145690,0.109426,0.128003,0.560485,0.036991,0.049784,0.372047,3.79,0.058065,9596.52
231,707,0,0,tilt_error,46.57,0.353764,0.459039,2.331629,0.124082,0.138280,1.570000,0.041881,0.049385,0.370564,3.78,0.062383,8214.21
232,1,0,0,heading_error,11.60,0.098072,0.000000,0.098072,0.001993,0.000000,0.001993,0.001327,0.000000,0.001327,0.06,0.000000,-574.43
233,718,0,0,heading_error,47.93,0.259267,0.411193,3.582484,0.102976,0.156639,1.036192,0.034860,0.046751,0.211743,3.79,0.053576,11340.14
234,30,0,0,tilt_error,-12.69,3.456145,0.371227,3.672760,0.089647,0.079463,0.325771,0.150546,0.103181,0.350808,1.94,0.076874,-785.31
235,741,0,0,tilt_error,51.42,0.388802,0.522640,2.473899,0.146741,0.170469,0.802548,0.045814,0.049230,0.363951,3.78,0.066496,8097.56
236,705,0,0,tilt_error,46.42,0.319843,0.424719,2.283995,0.114176,0.127374,0.543030,0.039133,0.048544,0.363482,3.78,0.061373,9152.03
237,702,0,0,tilt_error,45.87,0.338036,0.437114,2.148486,0.117659,0.125359,0.545219,0.039523,0.047097,0.355530,3.78,0.061971,8447.83
238,705,0,0,tilt_error,46.46,0.332069,0.436202,2.175459,0.111952,0.125425,0.510687,0.039006,0.048716,0.373167,3.78,0.060676,8920.38
239,706,0,0,tilt_error,46.37,0.378920,0.498624,2.132505,0.120729,0.133221,0.533990,0.039810,0.048031,0.352513,3.78,0.060439,8367.02
240,701,0,0,tilt_error,46.22,0.251115,0.407920,2.230924,0.094057,0.136240,1.570000,0.032569,0.049556,0.373789,3.79,0.054326,11043.89
241,1,0,0,heading_error,12.48,3.369508,0.000000,3.369508,0.001993,0.000000,0.001993,0.001166,0.000000,0.001166,0.06,0.000000,-574.50
242,30,0,0,tilt_error,-12.09,3.251351,0.489124,3.482755,0.145833,0.273426,1.570000,0.149836,0.108797,0.365112,1.93,0.076501,-787.28
243,1,0,0,heading_error,18.02,0.332003,0.000000,0.332003,0.001993,0.000000,0.001993,0.002431,0.000000,0.002431,0.08,0.000000,-591.98
244,744,0,0,tilt_error,51.93,0.371437,0.595409,3.741988,0.123033,0.189718,1.002115,0.037834,0.051651,0.364231,3.79,0.060441,9978.35
245,719,0,0,heading_error,48.32,0.293284,0.421151,2.285381,0.111993,0.154321,1.025399,0.035108,0.038814,0.172041,3.79,0.060909,10020.13
246,740,0,0,tilt_error,51.51,0.424782,0.554525,2.403491,0.147606,0.166047,0.793761,0.045136,0.047546,0.358552,3.79,0.065947,7773.11
247,134,0,0,tilt_error,3.73,1.064444,0.751965,3.726136,0.328229,0.246698,0.775164,0.116145,0.072115,0.362950,3.33,0.096965,-1289.84
248,29,0,0,tilt_error,-13.80,3.628722,0.558127,3.861038,0.094302,0.062977,0.220972,0.151127,0.112498,0.372103,1.89,0.074027,-778.25
249,721,0,0,heading_error,48.51,0.328393,0.404459,2.172336,0.119128,0.150009,1.013973,0.038077,0.038952,0.173012,3.79,0.062518,9660.71
250,725,0,0,heading_error,48.58,0.409991,0.531231,2.286654,0.144109,0.165091,1.027592,0.041504,0.036826,0.171563,3.78,0.063846,7962.95
251,720,0,0,heading_error,48.50,0.326982,0.403442,2.230891,0.117855,0.148317,1.009160,0.037372,0.037230,0.172769,3.79,0.060233,9874.14
252,723,0,0,tilt_error,48.47,0.399111,0.531697,2.158159,0.124613,0.152825,1.043602,0.043423,0.049585,0.355551,3.78,0.062892,8978.86
253,745,0,0,tilt_error,51.90,0.456457,0.651800,3.784762,0.139856,0.186681,1.021925,0.043686,0.048543,0.362801,3.79,0.063739,8538.50
254,743,0,0,tilt_error,53.22,0.289315,0.381862,2.161126,0.108078,0.130473,0.684045,0.038881,0.047420,0.354778,3.79,0.061761,10982.55
255,735,0,0,tilt_error,51.96,0.301775,0.379569,2.108270,0.108290,0.129724,0.625476,0.038458,0.046861,0.368201,3.80,0.063116,10714.54
256,713,0,0,tilt_error,47.84,0.345561,0.435578,2.255748,0.100099,0.119052,0.752276,0.037896,0.047295,0.352526,3.79,0.055143,9661.90
257,745,0,0,tilt_error,52.18,0.466309,0.571909,4.496497,0.141803,0.170350,0.793172,0.044998,0.049442,0.365383,3.79,0.062597,7696.12
258,29,0,0,tilt_error,-16.88,4.356734,0.786348,4.631565,0.095493,0.062938,0.214620,0.151869,0.112953,0.375277,1.88,0.047416,-778.34
259,721,0,0,heading_error,48.90,0.275474,0.393008,2.134141,0.102925,0.155391,1.039327,0.031023,0.037862,0.171224,3.80,0.051706,11489.55
260,735,0,0,tilt_error,51.95,0.296107,0.392216,2.306084,0.112311,0.128216,0.568356,0.039074,0.045838,0.363057,3.80,0.061056,10493.46
261,738,0,0,tilt_error,52.11,0.363227,0.423739,2.182945,0.120930,0.146068,1.570000,0.039966,0.046919,0.369309,3.80,0.062878,9007.09
262,1,0,0,heading_error,8.43,1.125569,0.000000,1.125569,0.001993,0.000000,0.001993,0.002390,0.000000,0.002390,0.08,0.000000,-573.80
263,710,0,0,tilt_error,47.28,0.358799,0.440870,2.099521,0.110788,0.131794,1.570000,0.038498,0.047302,0.350099,3.79,0.058269,8459.23
264,1,0,0,heading_error,11.69,1.215533,0.000000,1.215533,0.001993,0.000000,0.001993,0.001293,0.000000,0.001293,0.06,0.000000,-574.36
265,706,0,0,tilt_error,46.69,0.374398,0.491376,2.204162,0.106920,0.127666,0.610168,0.037195,0.048977,0.368968,3.79,0.055919,8260.98
266,712,0,0,tilt_error,47.54,0.313347,0.444102,2.118837,0.113266,0.132569,0.595059,0.037987,0.050476,0.372952,3.78,0.058713,9360.96
267,750,0,0,tilt_error,52.17,0.466881,0.646405,3.711400,0.148554,0.196961,1.030809,0.042659,0.051534,0.359884,3.78,0.058479,7287.39
268,740,0,0,tilt_error,52.19,0.367896,0.456533,2.139677,0.118065,0.144546,0.669403,0.039169,0.048587,0.368208,3.79,0.059878,8451.43
269,92,0,0,tilt_error,7.70,1.488808,0.617682,2.687798,0.384782,0.315862,0.895259,0.117862,0.082921,0.359112,3.16,0.093725,-1685.57
270,32,0,0,tilt_error,-8.95,2.527553,0.452932,2.748778,0.080238,0.083101,0.338497,0.143198,0.106843,0.357689,2.06,0.056147,-805.74
271,710,0,0,tilt_error,47.35,0.304337,0.453804,4.496497,0.104385,0.129160,0.604501,0.036504,0.049587,0.358951,3.79,0.057799,10263.31
272,28,0,0,tilt_error,-16.73,4.401471,0.398264,4.597790,0.080896,0.058128,0.229642,0.154407,0.107068,0.364639,1.86,0.018266,-763.42
273,32,0,0,tilt_error,-8.51,2.409481,0.272789,2.583464,0.087591,0.063238,0.263676,0.136633,0.107696,0.352220,2.07,0.086513,-811.32
274,1210,0,0,tilt_error,82.87,0.311583,0.349234,2.074460,0.114218,0.107243,0.537633,0.042044,0.041047,0.357152,3.81,0.058902,14949.48
275,721,0,0,heading_error,47.94,0.389564,0.487630,2.157809,0.118907,0.159961,1.570000,0.040167,0.050855,0.346548,3.78,0.059219,7984.16
276,1,0,0,heading_error,18.00,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001222,0.000000,0.001222,0.06,0.000000,-574.09
277,1,0,0,heading_error,9.66,1.527945,0.000000,1.527945,0.001993,0.000000,0.001993,0.000710,0.000000,0.000710,0.06,0.000000,-592.04
278,699,0,0,tilt_error,45.59,0.390971,0.507649,2.149352,0.106300,0.124737,0.572702,0.036406,0.046707,0.367416,3.79,0.058608,7993.13
279,1306,0,0,tilt_error,82.68,0.343511,0.349134,3.120582,0.119139,0.120638,0.601101,0.042313,0.044190,0.368558,3.81,0.075852,15508.34
280,30,0,0,tilt_error,-10.98,2.996919,0.398680,3.198045,0.077920,0.068577,0.286033,0.146749,0.106892,0.360020,1.96,0.034103,-783.93
281,700,0,0,tilt_error,45.45,0.442821,0.463822,2.314329,0.125518,0.151236,1.570000,0.038372,0.049493,0.362543,3.79,0.076074,6464.78
282,1,0,0,heading_error,18.00,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001258,0.000000,0.001258,0.06,0.000000,-574.98
283,1,0,0,heading_error,16.35,1.500490,0.000000,1.500490,0.001993,0.000000,0.001993,0.000722,0.000000,0.000722,0.06,0.000000,-592.45
284,95,0,0,tilt_error,4.08,1.021159,0.441998,1.545687,0.271405,0.241098,0.734700,0.119205,0.082143,0.361843,3.15,0.084892,-1382.24
285,701,0,0,tilt_error,45.35,0.529203,0.600604,3.115006,0.129804,0.174797,1.570000,0.037868,0.051925,0.363818,3.79,0.075833,5366.78
286,1,0,0,heading_error,12.47,1.235086,0.000000,1.235086,0.001993,0.000000,0.001993,0.001297,0.000000,0.001297,0.06,0.000000,-575.12
287,698,0,0,tilt_error,45.17,0.480105,0.550326,2.651432,0.122197,0.151038,0.770011,0.037368,0.050859,0.356835,3.79,0.080941,6114.71
288,33,0,0,tilt_error,-8.50,2.465481,0.369258,2.681407,0.134071,0.270433,1.570000,0.146291,0.109509,0.370857,2.08,0.042987,-817.87
289,1,0,0,heading_error,18.02,2.719910,0.000000,2.719910,0.001993,0.000000,0.001993,0.002422,0.000000,0.002422,0.08,0.000000,-587.50
290,32,0,0,tilt_error,-9.24,2.588470,0.441060,2.807851,0.084596,0.074554,0.310840,0.144371,0.108987,0.363237,2.05,0.041304,-808.30
291,695,0,0,tilt_error,44.77,0.446104,0.524846,4.496497,0.098937,0.157578,0.781195,0.032922,0.052122,0.357365,3.79,0.067666,7399.23
292,28,0,0,tilt_error,-16.73,4.364361,0.581817,4.597872,0.081060,0.058253,0.230161,0.154669,0.107265,0.365056,1.86,0.017847,-763.40
293,1528,0,0,tilt_error,83.15,0.631969,0.631553,2.510097,0.136725,0.130688,0.644920,0.043408,0.041544,0.362413,3.81,0.068031,6693.85
294,1307,0,0,tilt_error,82.81,0.326990,0.318864,2.084990,0.113204,0.111403,0.569173,0.040152,0.044008,0.351106,3.82,0.065157,15359.52
295,1230,0,0,tilt_error,82.75,0.334350,0.376137,2.083761,0.106101,0.104484,0.539129,0.037252,0.040472,0.360978,3.82,0.067903,14758.95
296,1507,0,0,heading_error,82.65,0.598424,0.667157,2.140332,0.113222,0.120200,1.022515,0.040514,0.033043,0.158711,3.82,0.059388,9721.90
297,1533,0,0,tilt_error,82.76,0.669220,0.722629,2.128672,0.126652,0.148789,0.998897,0.042812,0.037834,0.367884,3.82,0.058097,7656.14
298,750,0,0,tilt_error,52.38,0.476649,0.613907,4.496497,0.153455,0.191100,1.033789,0.041461,0.051866,0.352010,3.78,0.072854,6864.79
299,29,0,0,tilt_error,-16.88,4.357149,0.784185,4.631565,0.095493,0.062938,0.214620,0.151869,0.112953,0.375277,1.88,0.018549,-778.34
300,1284,0,0,tilt_error,82.98,0.425097,0.536980,3.109570,0.146495,0.175945,0.928150,0.047055,0.050932,0.361606,3.79,0.072856,13181.57
301,1512,0,0,tilt_error,82.81,0.457040,0.469620,2.331832,0.114297,0.118449,0.679410,0.041980,0.037588,0.360040,3.82,0.062704,11648.65
302,1499,0,0,heading_error,82.73,0.503272,0.579570,2.375904,0.101799,0.122506,1.046242,0.040493,0.031538,0.164759,3.83,0.057624,12022.24
303,1328,0,0,tilt_error,82.71,0.419111,0.391294,1.896334,0.117430,0.124473,1.570000,0.043463,0.041912,0.364824,3.82,0.062878,12752.45
304,1,0,0,heading_error,18.00,1.282632,0.000000,1.282632,0.001993,0.000000,0.001993,0.001210,0.000000,0.001210,0.06,0.000000,-585.01
305,1501,0,0,heading_error,82.90,0.598244,0.530740,1.952139,0.114576,0.121986,1.045550,0.043763,0.033611,0.236296,3.83,0.056774,7753.40
306,1288,0,0,heading_error,82.99,0.392419,0.437409,2.461184,0.122488,0.140714,1.023867,0.044139,0.038031,0.177280,3.82,0.061394,13478.73
307,90,0,0,tilt_error,3.17,1.386433,0.841981,2.546716,0.361364,0.312863,0.894599,0.134254,0.081095,0.353299,3.05,0.109163,-1326.72
308,1216,0,0,tilt_error,82.94,0.344149,0.400480,2.313602,0.098055,0.110765,0.531743,0.039396,0.039192,0.370266,3.82,0.059033,15360.49
309,1206,0,0,tilt_error,82.94,0.410347,0.371795,1.934262,0.101920,0.104497,0.517303,0.040184,0.035923,0.353994,3.83,0.064906,12484.28
310,1213,0,0,tilt_error,82.90,0.348594,0.392826,2.566715,0.095245,0.105667,0.533675,0.039306,0.036988,0.372902,3.83,0.056251,15508.07
311,1221,0,0,tilt_error,82.61,0.387803,0.534762,2.597748,0.105057,0.118573,0.551704,0.043629,0.037595,0.362998,3.82,0.066821,15382.78
312,1207,0,0,tilt_error,82.58,0.383372,0.410280,1.891736,0.102693,0.109634,1.570000,0.041093,0.036451,0.371914,3.82,0.063450,14473.82
313,1,0,0,heading_error,8.49,0.718234,0.000000,0.718234,0.001993,0.000000,0.001993,0.001222,0.000000,0.001222,0.06,0.000000,-581.28
314,1207,0,0,tilt_error,82.65,0.311809,0.390284,2.340986,0.094462,0.101390,0.519654,0.038910,0.036613,0.365222,3.83,0.061151,17054.82
315,1210,0,0,tilt_error,82.67,0.367000,0.330124,1.877760,0.096502,0.098496,0.522824,0.039913,0.037158,0.362623,3.82,0.066771,13946.99
316,1212,0,0,tilt_error,82.74,0.305921,0.345764,2.383010,0.091247,0.102622,0.524455,0.037773,0.039113,0.365382,3.82,0.056502,16452.46
317,1208,0,0,tilt_error,82.64,0.377920,0.418358,4.496497,0.100292,0.102190,0.511659,0.042153,0.035321,0.353242,3.82,0.061183,14846.57
318,29,0,0,tilt_error,-16.59,4.371680,0.459568,4.585030,0.078859,0.063692,0.260943,0.148448,0.104553,0.351001,1.91,0.125131,-773.46
319,1209,0,0,tilt_error,82.68,0.354976,0.487427,3.756841,0.102159,0.107328,0.529173,0.041754,0.036984,0.364472,3.82,0.066733,16309.09
320,33,0,0,tilt_error,-12.84,3.556800,0.490670,3.836754,0.111253,0.115771,0.450434,0.156201,0.107406,0.375364,2.01,0.108911,-816.07
321,1210,0,0,tilt_error,82.69,0.334356,0.363424,2.083190,0.096948,0.099010,0.529326,0.041603,0.037112,0.372484,3.82,0.085069,16609.95
322,1211,0,0,tilt_error,82.66,0.352637,0.446848,2.324895,0.096763,0.105801,1.570000,0.041260,0.036256,0.354065,3.83,0.064516,16259.40
323,1,0,0,heading_error,12.18,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001220,0.000000,0.001220,0.06,0.000000,-581.59
324,1,0,0,heading_error,12.06,3.696115,0.000000,3.696115,0.001993,0.000000,0.001993,0.000709,0.000000,0.000709,0.06,0.000000,-592.55
325,31,0,0,tilt_error,-13.30,3.680200,0.233280,4.496497,0.093344,0.076911,0.315542,0.146032,0.105834,0.353516,1.97,0.123157,-798.78
326,29,0,0,tilt_error,-16.88,4.351456,0.805268,4.631863,0.094518,0.063232,0.222085,0.151489,0.112794,0.373318,1.89,0.139884,-778.24
327,1208,0,0,tilt_error,82.74,0.328244,0.359642,2.057335,0.083671,0.097094,0.525346,0.039596,0.037131,0.365538,3.83,0.076495,17877.30
328,1246,0,0,tilt_error,82.86,0.421196,0.468993,2.351735,0.104316,0.120237,1.570000,0.043439,0.042828,0.364044,3.81,0.064523,12565.92
329,1,0,0,heading_error,15.06,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001272,0.000000,0.001272,0.06,0.000000,-582.47
330,1,0,0,heading_error,8.96,2.613845,0.000000,2.613845,0.001993,0.000000,0.001993,0.000727,0.000000,0.000727,0.06,0.000000,-592.18
331,1271,0,0,tilt_error,83.24,0.475891,0.515336,2.693080,0.120488,0.125068,0.584033,0.045629,0.041225,0.350609,3.81,0.080808,11450.97
332,1325,0,0,tilt_error,82.98,0.475929,0.440090,3.551944,0.141338,0.123055,0.553657,0.048487,0.043602,0.363468,3.80,0.078187,7755.61
333,39,0,0,tilt_error,-10.38,3.203998,0.575946,3.627316,0.176079,0.200659,0.702364,0.157225,0.098647,0.362973,2.17,0.128659,-872.62
334,1264,0,0,tilt_error,82.98,0.463626,0.398417,2.375828,0.148072,0.141221,1.570000,0.051114,0.046939,0.369371,3.79,0.079838,7721.72
335,1,0,0,heading_error,12.19,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001215,0.000000,0.001215,0.06,0.000000,-582.50
336,1,0,0,heading_error,15.56,2.098501,0.000000,2.098501,0.001993,0.000000,0.001993,0.000708,0.000000,0.000708,0.06,0.000000,-592.35
337,1336,0,0,tilt_error,82.93,0.462411,0.425041,2.158777,0.147420,0.130000,1.570000,0.050395,0.046323,0.351037,3.79,0.086630,9609.19
338,1,0,0,heading_error,14.24,0.778663,0.000000,0.778663,1.570000,0.000000,1.570000,0.001253,0.000000,0.001253,0.06,0.000000,-584.45
339,1,0,0,heading_error,18.01,0.034329,0.000000,0.034329,0.001993,0.000000,0.001993,0.000720,0.000000,0.000720,0.06,0.000000,-592.33
340,1216,0,0,tilt_error,83.65,0.428682,0.453935,2.464225,0.133728,0.154604,0.789931,0.045336,0.045260,0.357159,3.80,0.076723,11730.74
341,1226,0,0,tilt_error,82.83,0.434027,0.377976,2.082964,0.158877,0.132128,0.526707,0.050392,0.046833,0.362462,3.79,0.087791,8590.62
342,6,0,0,heading_error,7.95,1.791337,0.452885,1.997056,0.270909,0.580974,1.570000,0.003798,0.002248,0.006595,0.49,0.094058,-500.76
343,1,0,0,heading_error,9.88,1.546941,0.000000,1.546941,0.001993,0.000000,0.001993,0.000699,0.000000,0.000699,0.06,0.000000,-592.44
344,1222,0,0,tilt_error,83.44,0.490098,0.448207,2.465466,0.159699,0.142489,0.767822,0.048946,0.045475,0.361726,3.79,0.079470,7246.37
345,1227,0,0,tilt_error,82.89,0.528583,0.514104,2.499015,0.182696,0.132561,0.611533,0.055851,0.043433,0.364392,3.78,0.090665,6188.31
346,1219,0,0,tilt_error,83.27,0.432418,0.414165,3.919674,0.160576,0.128949,0.718685,0.049848,0.042356,0.358265,3.79,0.085903,8977.20
347,34,0,0,tilt_error,-13.14,3.720650,0.386688,4.009123,0.124251,0.130146,0.496357,0.157556,0.102951,0.368752,2.06,0.111591,-829.73
348,1212,0,0,tilt_error,82.65,0.396261,0.460807,2.362784,0.113369,0.105340,0.524417,0.044655,0.038779,0.366777,3.81,0.062180,13388.65
349,1201,0,0,tilt_error,82.73,0.311692,0.342864,3.912873,0.099350,0.097260,0.523678,0.041545,0.036067,0.355622,3.82,0.053791,17159.73
350,46,0,0,heading_error,-8.96,3.300851,0.825870,3.989621,0.290348,0.318547,1.028830,0.145666,0.072430,0.248862,2.35,0.071558,-916.65
351,1200,0,0,tilt_error,82.74,0.298803,0.333454,2.503757,0.091954,0.094135,0.509803,0.038888,0.037763,0.363588,3.83,0.052632,17737.38
352,1205,0,0,tilt_error,82.74,0.402342,0.499865,2.520502,0.104664,0.103591,0.516737,0.041082,0.037069,0.358742,3.82,0.055077,14901.82
353,1201,0,0,tilt_error,82.65,0.312410,0.321692,2.098466,0.094723,0.093766,0.521386,0.039969,0.036434,0.362903,3.83,0.057017,16857.87
354,1201,0,0,tilt_error,82.82,0.280742,0.348558,2.267885,0.093569,0.100683,0.560507,0.039621,0.038031,0.368663,3.82,0.062214,18299.88
