episode,new_episode,steps,completed,completion_index,completion_steps,termination_reason,progress_percent,avg_lateral,std_lateral,max_lateral,avg_course,std_course,max_course,avg_tilt,std_tilt,max_tilt,avg_velocity,avg_action_change,reward
808,504,1208,0,0,0,tilt_error,82.74,0.356631,0.550199,3.000649,0.124818,0.127247,1.57,0.04422,0.038797,0.370665,3.81,0.142683,16461.62
810,505,1206,0,0,0,tilt_error,82.52,0.317424,0.462888,2.31767,0.115002,0.114483,0.540665,0.04235,0.040103,0.350513,3.81,0.142746,16625.0
811,506,1204,0,0,0,tilt_error,82.57,0.31697,0.480332,2.245502,0.117047,0.121886,0.563504,0.042659,0.042196,0.360849,3.81,0.148482,16356.52
812,507,1206,0,0,0,tilt_error,82.61,0.259375,0.349518,2.26289,0.103424,0.106529,0.534489,0.04095,0.040809,0.369174,3.82,0.147397,17801.51
813,508,1201,0,0,0,tilt_error,82.6,0.326556,0.450165,2.248453,0.126366,0.122442,1.57,0.044403,0.038675,0.351884,3.81,0.148692,15677.87
815,509,1206,0,0,0,tilt_error,82.61,0.352947,0.536925,2.650458,0.126441,0.129298,0.567122,0.045633,0.041,0.365772,3.81,0.153658,15702.21
816,510,1204,0,0,0,tilt_error,82.69,0.289984,0.339582,2.308041,0.112904,0.102262,0.538398,0.043309,0.037558,0.351779,3.81,0.141202,16820.78
817,511,1200,0,0,0,tilt_error,82.74,0.269427,0.33262,2.327177,0.113389,0.105605,0.545771,0.042226,0.037928,0.350655,3.82,0.128017,18120.11
818,512,1204,0,0,0,tilt_error,82.6,0.32691,0.459234,2.370326,0.117693,0.118136,1.57,0.043088,0.037681,0.353619,3.82,0.148248,16981.12
820,513,1204,0,0,0,tilt_error,82.61,0.322231,0.433579,2.297452,0.118332,0.106665,0.507006,0.043016,0.039633,0.36451,3.81,0.148979,16495.78
821,514,1202,0,0,0,tilt_error,82.62,0.316027,0.465204,2.290085,0.11934,0.116536,0.566468,0.042794,0.039501,0.352295,3.81,0.1495,16848.98
822,515,1198,0,0,0,tilt_error,82.65,0.266511,0.31474,2.173985,0.108179,0.102706,0.570662,0.041037,0.037315,0.349558,3.82,0.12833,18166.71
823,516,1200,0,0,0,tilt_error,82.71,0.284554,0.34347,2.63006,0.110996,0.099062,0.469141,0.041961,0.038459,0.358042,3.82,0.149446,17577.56
824,517,1204,0,0,0,tilt_error,82.67,0.337812,0.524415,2.681093,0.119583,0.125007,1.57,0.042432,0.039861,0.370918,3.82,0.149098,16606.68
826,518,1200,0,0,0,tilt_error,82.73,0.276726,0.359021,2.319973,0.113282,0.117571,1.57,0.042118,0.040161,0.364695,3.81,0.154199,17381.89
830,519,1198,0,0,0,tilt_error,82.68,0.254009,0.354507,2.384838,0.107779,0.1137,0.52492,0.039334,0.040422,0.354338,3.82,0.141973,18885.05
831,520,1200,0,0,0,tilt_error,82.67,0.268134,0.330968,2.25838,0.107007,0.104983,1.57,0.040101,0.038168,0.357654,3.82,0.149397,18061.29
833,521,1201,0,0,0,tilt_error,82.77,0.243087,0.308397,2.170017,0.106476,0.115015,1.57,0.04002,0.039098,0.354511,3.82,0.17034,19226.18
836,522,1199,0,0,0,tilt_error,82.63,0.238061,0.317097,2.154347,0.099441,0.107511,0.543011,0.038395,0.0409,0.372909,3.82,0.154488,19052.22
837,523,1203,0,0,0,tilt_error,82.7,0.259345,0.323977,2.166361,0.104617,0.104749,0.53027,0.040836,0.039995,0.372538,3.82,0.149243,18420.71
838,524,1199,0,0,0,tilt_error,82.66,0.274942,0.348641,2.099004,0.107246,0.116187,1.57,0.040876,0.039872,0.365869,3.82,0.149463,17832.06
840,525,1199,0,0,0,tilt_error,82.56,0.26683,0.361265,2.283114,0.110223,0.111197,0.545197,0.041426,0.039646,0.352845,3.82,0.152534,17667.72
841,526,1200,0,0,0,tilt_error,82.77,0.237808,0.382983,2.845281,0.106302,0.118258,0.553575,0.039144,0.044528,0.372305,3.81,0.169144,18736.83
842,527,1202,0,0,0,tilt_error,82.69,0.349668,0.567175,3.524902,0.128023,0.124075,0.503573,0.043024,0.042022,0.350482,3.81,0.175075,16057.67
843,528,1283,0,0,0,tilt_error,82.81,0.354356,0.627348,3.594112,0.136623,0.130295,1.57,0.043529,0.045166,0.352208,3.81,0.201464,17275.88
847,529,1210,0,0,0,tilt_error,82.81,0.260245,0.377433,2.276157,0.122374,0.122257,1.57,0.040924,0.045247,0.368244,3.81,0.202646,17896.67
849,530,1213,0,0,0,tilt_error,82.84,0.339456,0.614729,3.354949,0.127995,0.122889,0.529131,0.041133,0.04458,0.370646,3.81,0.223161,16898.92
850,531,1318,0,0,0,tilt_error,82.87,0.397109,0.578537,2.701897,0.151078,0.16702,0.882851,0.047138,0.049992,0.359064,3.8,0.196035,15727.44
851,532,1290,0,0,0,tilt_error,82.87,0.362889,0.591015,4.496497,0.146637,0.166006,0.94378,0.043689,0.0469,0.364089,3.81,0.197512,16233.6
855,533,1278,0,0,0,tilt_error,82.88,0.232822,0.304467,2.222981,0.113019,0.114153,1.57,0.04075,0.044617,0.351446,3.81,0.189763,19536.07
858,534,1204,0,0,0,tilt_error,82.86,0.207123,0.309921,2.117236,0.103968,0.109813,0.553135,0.03752,0.04386,0.360251,3.82,0.198184,19598.03
859,535,1201,0,0,0,tilt_error,82.87,0.237001,0.33348,2.367713,0.111232,0.115631,1.57,0.038328,0.042403,0.360083,3.82,0.186405,18292.39
861,536,1206,0,0,0,tilt_error,82.87,0.243242,0.350585,3.279542,0.107031,0.106766,0.524404,0.039859,0.04279,0.367477,3.82,0.190327,18520.21
862,537,1204,0,0,0,tilt_error,82.74,0.378224,0.640052,3.681102,0.132573,0.13438,0.547974,0.042889,0.043597,0.355999,3.81,0.212511,15277.36
863,538,1208,0,0,0,tilt_error,82.78,0.362343,0.687131,4.496497,0.130547,0.131614,0.582451,0.041821,0.043779,0.362817,3.81,0.214727,16490.83
866,539,1200,0,0,0,tilt_error,82.78,0.224106,0.314915,2.281488,0.110387,0.109644,0.525408,0.038937,0.042516,0.360188,3.82,0.189231,18813.34
867,540,1205,0,0,0,tilt_error,82.9,0.229225,0.319764,2.30973,0.108134,0.108128,0.540071,0.038946,0.042341,0.360743,3.82,0.182737,18770.16
868,541,1206,0,0,0,tilt_error,82.85,0.246245,0.344378,3.446506,0.114823,0.105723,0.510921,0.041653,0.041227,0.35589,3.81,0.174518,18019.05
869,542,1208,0,0,0,tilt_error,82.92,0.343532,0.635757,3.524424,0.127118,0.126995,0.569196,0.041463,0.042297,0.369058,3.81,0.173589,16883.52
870,543,1200,0,0,0,tilt_error,82.53,0.333259,0.532999,2.918339,0.133579,0.127626,0.565044,0.042773,0.043853,0.3716,3.81,0.178155,16291.63
871,544,1202,0,0,0,tilt_error,82.71,0.330471,0.558589,2.981783,0.1299,0.129655,0.526564,0.042348,0.042673,0.366975,3.81,0.20182,16376.22
872,545,1202,0,0,0,tilt_error,82.87,0.230849,0.319309,2.270231,0.10932,0.109581,0.536918,0.038766,0.042812,0.371722,3.82,0.170991,18361.43
873,546,1203,0,0,0,tilt_error,82.87,0.232294,0.323464,2.368092,0.111317,0.110256,0.495509,0.039345,0.042903,0.367801,3.82,0.179047,18497.45
874,547,1201,0,0,0,tilt_error,82.79,0.286321,0.409458,2.199626,0.123355,0.124439,1.57,0.041034,0.042215,0.363662,3.81,0.187619,17036.72
876,548,1202,0,0,0,tilt_error,82.75,0.267155,0.369329,2.516784,0.120364,0.110781,0.511076,0.040548,0.04406,0.371336,3.81,0.187211,17434.56
877,549,1208,0,0,0,tilt_error,82.79,0.316184,0.509031,2.568787,0.1248,0.125756,0.543934,0.041934,0.045118,0.365387,3.81,0.171425,16726.12
878,550,1208,0,0,0,tilt_error,82.79,0.251859,0.337622,2.124507,0.117357,0.105595,0.522799,0.040053,0.044923,0.369366,3.81,0.184634,18042.35
879,551,1209,0,0,0,tilt_error,82.82,0.261484,0.384486,2.37128,0.12061,0.114861,0.513903,0.040959,0.044803,0.371709,3.81,0.184054,17658.35
880,552,1204,0,0,0,tilt_error,82.81,0.239573,0.317914,2.672608,0.117833,0.107606,0.499572,0.040488,0.04314,0.371253,3.81,0.196617,18224.5
881,553,1207,0,0,0,tilt_error,82.82,0.309431,0.506686,2.731323,0.130127,0.120167,0.512888,0.041403,0.044275,0.370587,3.81,0.184077,17066.67
882,554,1207,0,0,0,tilt_error,82.83,0.237893,0.344902,3.823142,0.11302,0.111005,0.485463,0.039036,0.045088,0.369264,3.81,0.171704,18001.58
883,555,1210,0,0,0,tilt_error,82.75,0.368811,0.700125,3.898834,0.13717,0.139415,1.57,0.042139,0.04481,0.364148,3.81,0.196471,16429.09
885,556,1207,0,0,0,tilt_error,82.78,0.342291,0.613627,3.37041,0.13382,0.13401,0.577217,0.041997,0.044453,0.35978,3.81,0.205699,16559.36
886,557,1198,0,0,0,tilt_error,82.75,0.248804,0.328506,2.390429,0.119972,0.112759,0.511983,0.040144,0.043669,0.364062,3.81,0.205614,17994.2
887,558,1203,0,0,0,tilt_error,82.75,0.307117,0.488844,3.226621,0.127555,0.122613,0.517989,0.041475,0.044262,0.366113,3.81,0.179004,16853.75
888,559,1206,0,0,0,tilt_error,82.74,0.347427,0.592225,3.318672,0.137623,0.126747,0.561237,0.044224,0.044477,0.367783,3.81,0.20023,16455.83
889,560,1206,0,0,0,tilt_error,82.81,0.350365,0.623434,3.390529,0.136033,0.133325,0.575076,0.042665,0.044645,0.368813,3.81,0.200615,16530.33
890,561,1200,0,0,0,tilt_error,82.82,0.227642,0.297414,2.166961,0.11481,0.112044,0.548284,0.039047,0.043749,0.368112,3.81,0.184211,18596.52
891,562,1202,0,0,0,tilt_error,82.82,0.250135,0.36693,2.541613,0.115452,0.113586,0.522833,0.039153,0.043386,0.355519,3.81,0.192515,18001.2
892,563,1204,0,0,0,tilt_error,82.83,0.298483,0.482546,2.593683,0.126009,0.120917,0.555848,0.040954,0.044639,0.371719,3.81,0.199934,17310.1
893,564,1202,0,0,0,tilt_error,82.76,0.279703,0.396964,2.338661,0.127498,0.122713,0.522794,0.043327,0.043012,0.363133,3.81,0.194395,16901.04
894,565,1196,0,0,0,tilt_error,82.7,0.232892,0.339537,2.290867,0.113998,0.120115,0.538334,0.038796,0.043725,0.361151,3.82,0.173274,18821.79
895,566,1199,0,0,0,tilt_error,82.72,0.269805,0.37046,2.145641,0.123058,0.122856,0.55826,0.041437,0.044716,0.366184,3.81,0.170987,16922.8
896,567,1198,0,0,0,tilt_error,82.59,0.26964,0.371358,2.121319,0.121974,0.122283,0.570988,0.040897,0.044187,0.358565,3.81,0.171147,17000.79
897,568,1197,0,0,0,tilt_error,82.61,0.279581,0.402371,2.277244,0.120423,0.122681,0.544591,0.04138,0.04343,0.362279,3.81,0.174025,16723.64
898,569,1198,0,0,0,tilt_error,82.61,0.290623,0.418096,2.085342,0.11128,0.120185,0.559181,0.041055,0.042613,0.349578,3.81,0.1639,16413.39
899,570,1196,0,0,0,tilt_error,82.57,0.25876,0.399844,2.247585,0.115815,0.127968,0.551465,0.04045,0.043993,0.369554,3.81,0.162442,17785.55
900,571,1197,0,0,0,tilt_error,82.61,0.258404,0.377027,2.371438,0.121237,0.129444,1.57,0.040953,0.044172,0.372699,3.81,0.180199,17670.81
902,572,1200,0,0,0,tilt_error,82.59,0.31957,0.511537,2.543133,0.133518,0.137627,1.57,0.042256,0.044036,0.35138,3.81,0.177615,16578.47
904,573,1198,0,0,0,tilt_error,82.42,0.283369,0.3968,2.264949,0.128263,0.126332,1.57,0.044093,0.043479,0.36548,3.81,0.184891,16651.0
906,574,1203,0,0,0,tilt_error,82.59,0.293471,0.397069,2.279623,0.134815,0.124432,0.598124,0.045709,0.044042,0.37038,3.81,0.186554,16414.8
907,575,1198,0,0,0,tilt_error,82.58,0.287141,0.401828,2.319861,0.125379,0.122233,0.576111,0.041841,0.043818,0.353958,3.81,0.18429,16765.05
908,576,1201,0,0,0,tilt_error,82.73,0.290872,0.438348,2.313398,0.130197,0.126983,0.526192,0.042225,0.044951,0.36685,3.81,0.192943,17115.37
909,577,1197,0,0,0,tilt_error,82.73,0.242495,0.331973,2.363346,0.120854,0.117256,0.531931,0.040889,0.043996,0.368489,3.81,0.192469,18380.22
910,578,1198,0,0,0,tilt_error,82.52,0.275769,0.390116,2.360371,0.124632,0.123158,0.560731,0.042969,0.043377,0.357185,3.81,0.173445,17061.58
911,579,1199,0,0,0,tilt_error,82.73,0.269417,0.371713,2.336232,0.121378,0.122346,0.579506,0.041459,0.043252,0.351902,3.81,0.180219,17306.9
912,580,1199,0,0,0,tilt_error,82.52,0.303465,0.437951,2.281523,0.127219,0.128603,0.593822,0.042817,0.044071,0.351354,3.81,0.180401,16614.33
913,581,1197,0,0,0,tilt_error,82.61,0.249353,0.348211,2.333985,0.11822,0.12242,0.578075,0.039858,0.04308,0.35158,3.81,0.189053,17993.58
914,582,1198,0,0,0,tilt_error,82.56,0.269745,0.359558,2.0891,0.124759,0.125508,1.57,0.041781,0.043833,0.372534,3.81,0.191193,17108.03
916,583,1200,0,0,0,tilt_error,82.58,0.299109,0.428898,2.322221,0.128619,0.119352,0.534872,0.044289,0.043206,0.37059,3.81,0.17179,16427.19
917,584,1201,0,0,0,tilt_error,82.58,0.295986,0.418829,2.348123,0.129553,0.131938,1.57,0.044589,0.043194,0.3544,3.81,0.185503,16265.74
919,585,1198,0,0,0,tilt_error,82.48,0.277734,0.38337,2.218685,0.123334,0.117835,0.563949,0.043778,0.041896,0.352542,3.81,0.182772,16788.65
921,586,1202,0,0,0,tilt_error,82.54,0.348812,0.579985,2.939825,0.130801,0.132215,0.582688,0.043689,0.042705,0.364084,3.81,0.179184,16098.89
922,587,1202,0,0,0,tilt_error,82.52,0.310388,0.454254,2.12256,0.12221,0.118101,0.536126,0.044623,0.04122,0.37103,3.81,0.172165,16768.8
923,588,1198,0,0,0,tilt_error,82.5,0.231338,0.354763,2.459092,0.107978,0.11975,0.561468,0.040127,0.042067,0.354527,3.82,0.149066,19290.52
924,589,1206,0,0,0,tilt_error,82.57,0.328844,0.493489,2.507454,0.126654,0.117236,0.536895,0.045713,0.039264,0.35354,3.81,0.164607,16786.85
925,590,1200,0,0,0,tilt_error,82.58,0.255428,0.360858,2.29016,0.113735,0.111872,0.565601,0.043546,0.04063,0.367013,3.81,0.154779,18503.55
926,591,1202,0,0,0,tilt_error,82.57,0.241303,0.332992,2.209694,0.11088,0.112369,0.573704,0.04214,0.040742,0.36831,3.82,0.141476,19293.45
927,592,1198,0,0,0,tilt_error,82.69,0.289275,0.38809,4.425582,0.119373,0.11584,0.582407,0.042849,0.039043,0.350777,3.82,0.163223,17070.13
928,593,1209,0,0,0,tilt_error,82.75,0.422222,0.809339,4.507011,0.135134,0.145333,0.668952,0.045118,0.040384,0.357043,3.81,0.161729,15989.24
929,594,1200,0,0,0,tilt_error,82.79,0.298416,0.411357,2.143648,0.119512,0.116391,0.566405,0.043949,0.0393,0.36365,3.81,0.167871,17111.85
930,595,1199,0,0,0,tilt_error,82.8,0.27648,0.356205,2.192361,0.104055,0.101361,0.444429,0.040518,0.039583,0.364207,3.82,0.137818,17685.7
931,596,1204,0,0,0,tilt_error,82.78,0.300135,0.406633,2.648607,0.115295,0.105275,0.559176,0.043456,0.037577,0.349802,3.82,0.135492,17803.05
932,597,1204,0,0,0,tilt_error,82.81,0.351945,0.51904,2.700571,0.122732,0.11937,0.584926,0.04486,0.038704,0.364316,3.81,0.13853,16520.25
933,598,1205,0,0,0,tilt_error,82.82,0.327591,0.479583,4.496497,0.120589,0.113593,0.580572,0.044341,0.038805,0.359748,3.81,0.172143,16910.37
935,599,1198,0,0,0,tilt_error,82.83,0.265314,0.328872,2.858338,0.104786,0.102633,0.521068,0.041239,0.039043,0.364066,3.82,0.152111,17925.9
936,600,1202,0,0,0,tilt_error,82.8,0.349976,0.543592,2.914999,0.12575,0.122254,0.584309,0.044294,0.038911,0.369401,3.81,0.159407,16430.13
937,601,1199,0,0,0,tilt_error,82.81,0.297924,0.389172,2.397332,0.111561,0.107798,0.509635,0.041817,0.038568,0.359302,3.82,0.143915,17189.22
938,602,1201,0,0,0,tilt_error,82.76,0.281283,0.36371,2.369861,0.112663,0.112856,0.529208,0.042627,0.039762,0.355132,3.81,0.142099,17286.58
939,603,1197,0,0,0,tilt_error,82.78,0.252683,0.340475,2.334504,0.102268,0.107022,0.522814,0.040016,0.040612,0.372706,3.82,0.144779,18249.72
940,604,1197,0,0,0,tilt_error,82.79,0.288575,0.367133,3.331919,0.109503,0.107443,0.503964,0.041257,0.03872,0.352963,3.82,0.12655,16876.88
941,605,1204,0,0,0,tilt_error,82.72,0.369608,0.622727,3.410075,0.126643,0.132528,0.540457,0.044509,0.040255,0.351424,3.81,0.135875,15995.2
942,606,1200,0,0,0,tilt_error,82.79,0.273289,0.375637,4.011434,0.109686,0.114613,0.551626,0.041139,0.040509,0.3498,3.81,0.14131,17399.63
943,607,1207,0,0,0,tilt_error,82.77,0.404388,0.725182,4.099702,0.13071,0.143243,0.642932,0.044783,0.040276,0.353732,3.81,0.142648,16029.75
944,608,1197,0,0,0,tilt_error,82.77,0.259898,0.321142,2.95043,0.105462,0.109442,0.566974,0.040692,0.039335,0.364293,3.82,0.135108,18578.43
945,609,1204,0,0,0,tilt_error,82.79,0.35052,0.556363,3.012851,0.120948,0.12307,0.520936,0.044131,0.038885,0.361461,3.81,0.1271,16892.44
946,610,1197,0,0,0,tilt_error,82.8,0.276279,0.328776,2.145849,0.112393,0.114386,1.57,0.04215,0.037693,0.351174,3.82,0.129916,17358.31
951,611,1202,0,0,0,tilt_error,82.8,0.309972,0.422197,2.152424,0.116981,0.119946,1.57,0.043601,0.038922,0.373199,3.81,0.134628,17323.07
953,612,1199,0,0,0,tilt_error,82.74,0.312587,0.42381,2.213935,0.117318,0.11738,0.577827,0.043204,0.038768,0.356359,3.81,0.141172,16762.85
954,613,1198,0,0,0,tilt_error,82.8,0.275973,0.329329,2.317991,0.107573,0.109161,0.531307,0.04144,0.038269,0.355387,3.82,0.124578,17690.63
955,614,1198,0,0,0,tilt_error,82.76,0.278233,0.333645,2.372456,0.113326,0.108176,0.503992,0.043122,0.037875,0.358051,3.82,0.11448,17417.41
956,615,1198,0,0,0,tilt_error,82.81,0.261964,0.321889,2.090904,0.101215,0.101922,0.514575,0.040506,0.039095,0.365178,3.82,0.120039,18167.0
957,616,1198,0,0,0,tilt_error,82.77,0.279759,0.341654,2.348601,0.106818,0.113207,1.57,0.040726,0.038846,0.362613,3.82,0.117927,17700.68
959,617,1198,0,0,0,tilt_error,82.69,0.286327,0.378181,3.229582,0.108565,0.110412,0.550174,0.040781,0.039721,0.367293,3.82,0.129799,17240.59
960,618,1203,0,0,0,tilt_error,82.79,0.371575,0.59189,3.305347,0.126936,0.126516,0.553601,0.044244,0.038657,0.35834,3.81,0.136758,16474.56
961,619,1199,0,0,0,tilt_error,82.71,0.307641,0.405004,2.24751,0.1113,0.106724,0.485701,0.041668,0.038243,0.354246,3.82,0.126288,17043.93
962,620,1196,0,0,0,tilt_error,82.76,0.247354,0.321675,2.257851,0.099605,0.107199,0.560187,0.039011,0.039342,0.363071,3.82,0.120304,19125.27
963,621,1201,0,0,0,tilt_error,82.73,0.311135,0.417107,3.080536,0.114869,0.114192,0.580842,0.043953,0.040276,0.365955,3.81,0.129007,16989.43
964,622,1204,0,0,0,tilt_error,82.77,0.369515,0.562737,3.152221,0.122552,0.119515,0.574506,0.043776,0.037794,0.351248,3.81,0.150019,16645.4
965,623,1200,0,0,0,tilt_error,82.78,0.310189,0.385547,2.348568,0.11211,0.10565,0.544092,0.04225,0.039046,0.368743,3.81,0.119258,17007.2
966,624,1199,0,0,0,tilt_error,82.66,0.262602,0.33952,2.310471,0.101388,0.109197,0.504766,0.039671,0.040463,0.370483,3.82,0.131689,18405.84
967,625,1200,0,0,0,tilt_error,82.67,0.30822,0.382206,2.364685,0.114181,0.107643,0.502643,0.04246,0.038647,0.371509,3.82,0.139681,17187.78
968,626,1199,0,0,0,tilt_error,82.77,0.294299,0.406584,2.034293,0.110283,0.119434,1.57,0.040976,0.038373,0.352336,3.82,0.150805,17190.27
970,627,1198,0,0,0,tilt_error,82.77,0.26778,0.306027,2.201781,0.100787,0.099872,0.480187,0.039717,0.037916,0.353198,3.82,0.13156,18974.27
971,628,1199,0,0,0,tilt_error,82.71,0.29658,0.358067,2.302414,0.109068,0.106456,0.495675,0.041384,0.038661,0.367407,3.82,0.153315,17445.78
972,629,1199,0,0,0,tilt_error,82.73,0.26745,0.317549,2.051407,0.104051,0.106952,0.56268,0.040098,0.03899,0.35879,3.82,0.133084,18206.95
973,630,1204,0,0,0,tilt_error,82.71,0.311201,0.402077,2.242748,0.109295,0.10584,0.542757,0.042291,0.039274,0.359781,3.81,0.123492,17717.15
974,631,1202,0,0,0,tilt_error,82.69,0.311756,0.417939,2.236666,0.117295,0.117119,0.545188,0.043723,0.03927,0.365261,3.81,0.134184,16964.84
975,632,1198,0,0,0,tilt_error,82.79,0.235297,0.308047,2.056667,0.100643,0.109015,0.560004,0.039293,0.040203,0.361637,3.82,0.125003,19440.24
976,633,1203,0,0,0,tilt_error,82.7,0.248293,0.34574,2.330153,0.103272,0.106348,0.515716,0.039965,0.041856,0.364932,3.81,0.13568,18424.63
977,634,1203,0,0,0,tilt_error,82.42,0.273918,0.381319,2.225925,0.114409,0.126114,1.57,0.041585,0.043172,0.365048,3.81,0.169728,16774.97
979,635,1230,0,0,0,tilt_error,82.71,0.427539,0.780271,4.407251,0.150069,0.167433,0.874401,0.047338,0.046215,0.363769,3.79,0.159507,15011.23
980,636,1203,0,0,0,tilt_error,82.54,0.276538,0.388771,2.334419,0.112329,0.114545,0.514837,0.041834,0.042555,0.365376,3.81,0.140914,17067.7
981,637,1205,0,0,0,tilt_error,82.66,0.278445,0.38403,2.10544,0.111362,0.123064,1.57,0.042476,0.041025,0.363212,3.81,0.134971,16963.92
983,638,1206,0,0,0,tilt_error,82.67,0.256938,0.357019,2.253214,0.105996,0.116962,0.545339,0.041421,0.042306,0.372283,3.81,0.142556,18057.65
984,639,1201,0,0,0,tilt_error,82.81,0.290318,0.378384,2.523975,0.109676,0.11515,0.527111,0.041416,0.038541,0.351566,3.82,0.129361,16958.04
985,640,1206,0,0,0,tilt_error,82.79,0.35104,0.520786,2.578727,0.128685,0.128677,0.536761,0.045628,0.039287,0.365251,3.81,0.149595,16130.2
986,641,1207,0,0,0,tilt_error,82.8,0.319507,0.452428,2.25086,0.120782,0.125383,1.57,0.043762,0.03904,0.356299,3.82,0.190813,17207.26
988,642,1205,0,0,0,tilt_error,82.82,0.326708,0.415647,2.286054,0.119057,0.12817,1.57,0.043976,0.039051,0.358999,3.81,0.171326,17117.31
992,643,1206,0,0,0,tilt_error,82.79,0.304226,0.410621,2.326341,0.11046,0.114986,0.515584,0.042669,0.039589,0.359319,3.81,0.155828,17762.29
993,644,1203,0,0,0,tilt_error,82.77,0.290647,0.445187,2.242157,0.109564,0.120465,0.543104,0.042873,0.039606,0.353691,3.81,0.132656,17727.86
994,645,1207,0,0,0,tilt_error,82.67,0.250337,0.369483,2.346606,0.10814,0.117935,0.571143,0.042801,0.042054,0.362259,3.81,0.127989,18459.33
995,646,1207,0,0,0,tilt_error,82.6,0.27336,0.421516,2.153085,0.110126,0.125025,0.559093,0.043315,0.04271,0.354194,3.8,0.144056,18036.26
996,647,1205,0,0,0,tilt_error,82.65,0.289569,0.414206,2.11065,0.110598,0.115138,0.551462,0.04218,0.041459,0.36632,3.81,0.138976,17148.9
997,648,1210,0,0,0,tilt_error,82.67,0.228972,0.312834,2.125698,0.103661,0.117274,1.57,0.042594,0.041641,0.353898,3.81,0.148388,19393.82
999,649,1207,0,0,0,tilt_error,82.6,0.252205,0.370502,2.902147,0.103992,0.113467,0.520139,0.04132,0.043102,0.37067,3.81,0.142352,18390.97
1000,650,1207,0,0,0,tilt_error,82.72,0.34523,0.572849,2.961259,0.126434,0.141907,1.57,0.044994,0.040584,0.357616,3.81,0.154111,16591.25
1003,651,1209,0,0,0,tilt_error,82.7,0.283664,0.418689,2.341989,0.111513,0.118904,0.513177,0.043737,0.040983,0.354126,3.8,0.15521,18181.32
1004,652,1208,0,0,0,tilt_error,82.57,0.307842,0.490931,2.383757,0.11772,0.123776,0.529719,0.043596,0.042084,0.363233,3.81,0.16199,17068.64
1005,653,1208,0,0,0,tilt_error,82.68,0.301704,0.466531,2.311011,0.117039,0.125837,0.543877,0.044093,0.040722,0.359082,3.81,0.1448,17523.49
1006,654,1205,0,0,0,tilt_error,82.5,0.275707,0.388116,2.277715,0.111593,0.12083,0.556218,0.042607,0.041548,0.355271,3.81,0.166145,17055.99
1007,655,1208,0,0,0,tilt_error,82.59,0.272199,0.376135,2.250957,0.114861,0.116191,0.552977,0.043522,0.042032,0.358338,3.81,0.145565,17480.65
1008,656,1206,0,0,0,tilt_error,82.51,0.288241,0.394888,2.342992,0.116483,0.116482,0.545341,0.043234,0.040451,0.354639,3.81,0.135858,17376.58
1009,657,1206,0,0,0,tilt_error,82.63,0.283793,0.369247,2.261702,0.114516,0.119965,1.57,0.042769,0.039979,0.364211,3.81,0.138341,17438.78
1011,658,1205,0,0,0,tilt_error,82.83,0.27712,0.303187,2.156787,0.106821,0.110411,1.57,0.04147,0.038396,0.351336,3.82,0.143959,17996.87
1013,659,1208,0,0,0,tilt_error,82.82,0.326928,0.390995,2.237266,0.119403,0.120579,1.57,0.044308,0.038176,0.354458,3.82,0.167028,16451.14
1015,660,1207,0,0,0,tilt_error,82.75,0.266005,0.304791,2.23356,0.106564,0.107212,0.546858,0.040815,0.040001,0.36677,3.82,0.223944,18759.87
1016,661,1210,0,0,0,tilt_error,82.8,0.297698,0.330534,2.149073,0.111037,0.109392,1.57,0.042672,0.039717,0.368059,3.82,0.232695,17051.62
1018,662,1206,0,0,0,tilt_error,82.8,0.285314,0.336014,2.468677,0.108732,0.105563,0.523464,0.041809,0.03868,0.353603,3.82,0.204811,17458.62
1019,663,1208,0,0,0,tilt_error,82.79,0.34301,0.478937,2.508038,0.122068,0.120358,1.57,0.043727,0.038827,0.363408,3.82,0.134361,16811.4
1022,664,1205,0,0,0,tilt_error,82.8,0.289659,0.3948,2.34144,0.110194,0.111513,0.514424,0.041538,0.039083,0.35104,3.82,0.119292,17755.82
1023,665,1205,0,0,0,tilt_error,82.8,0.27236,0.352339,2.276282,0.106249,0.107286,0.512291,0.040806,0.040236,0.352259,3.82,0.120412,17934.51
1024,666,1207,0,0,0,tilt_error,82.77,0.308365,0.428289,4.496497,0.117113,0.118837,0.517548,0.043058,0.041551,0.364452,3.81,0.118797,17589.76
1026,667,1206,0,0,0,tilt_error,82.75,0.297196,0.424146,3.28085,0.112738,0.114721,0.533548,0.042645,0.04033,0.36801,3.82,0.12904,17886.92
1027,668,1206,0,0,0,tilt_error,82.76,0.377339,0.632502,3.335234,0.126173,0.13202,0.564645,0.0436,0.039108,0.353095,3.81,0.148583,16376.06
1028,669,1203,0,0,0,tilt_error,82.72,0.295449,0.428163,2.282069,0.112143,0.116967,0.518066,0.041504,0.039533,0.35074,3.82,0.135278,17371.97
1029,670,1200,0,0,0,tilt_error,82.75,0.296742,0.421391,4.496497,0.11099,0.112606,0.515178,0.040744,0.039715,0.361794,3.82,0.134379,17049.04
1031,671,1199,0,0,0,tilt_error,82.74,0.263147,0.346217,3.176009,0.105912,0.111875,0.539849,0.039871,0.039756,0.363793,3.82,0.116615,18201.96
1032,672,1205,0,0,0,tilt_error,82.69,0.361644,0.606846,3.242195,0.123458,0.128272,0.558955,0.042827,0.040346,0.371873,3.81,0.146544,16513.61
